channel_id,channel_title,video_id,video_url,ads_yn,subscribers,views,likes,comments,video_title,publishDate,brand_name,matched_keyword,updated_at
UCRjVc6uK7_cNOl7AZcLVO3w,다인,HuoijFhCejc,https://www.youtube.com/watch?v=HuoijFhCejc,1,14700,24262,483,84,2026 새해 다짐하면서 GRWM｜올해는 진짜 달라질 예정◠‿◠✨,2026. 1. 7,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC6ngJ69OTKaFgQobV6EOmcw,진훤JINHWON,8rO9GfeMSpc,https://www.youtube.com/watch?v=8rO9GfeMSpc,0,212000,14730,380,56,착한 고양이상 메이크업🐱🤍,2026. 1. 8,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCQBMHyYoTV_r1PXEVojISfg,서녕 SEONYEONG,mOLysOb2VcE,https://www.youtube.com/watch?v=mOLysOb2VcE,0,351,6307,114,6,요즘 파데 조합 뭐써요?🤔 파데 바꿨냐고 계속 물어보는 조합 💛,2026. 1. 8,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC4wzDI8tetWUqPUoMQJSNrQ,프롬하정 hajeong,kMpPvK6EkX4,https://www.youtube.com/watch?v=kMpPvK6EkX4,0,10600,1215,23,20,"꿀팁 가득! 깔끔한 증명사진 메이크업📸 | 여름뮤트 증명사진 메이크업 ( 이목구비 살리는 쉐딩 꿀팁, 촌스럽지 않은 색조템 )| 프롬하정 hajeong",2026. 1. 9,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCW61wo97HWu_TmmJEOiflrw,Minjeong Park,uAbWvE_AO6o,https://www.youtube.com/watch?v=uAbWvE_AO6o,0,346000,43810,1139,80,"누디 복숭아 메이크업 GRWM 🍑 봄웜라 팔레트, 멀멀 피치 블러셔, 백화점 틴트 추천",2026. 1. 10,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCK_SS-VZj0tQORGbdDnel8A,유채 YUCHAE,113eZUQOeV4,https://www.youtube.com/watch?v=113eZUQOeV4,0,50900,3896,110,80,2025 연말결산템🏆 한 해동안 잘 쓴 뷰티템! 데일리 스킨케어 ➰ 최애 색조템 | 유채 YUCHAE,2026. 1. 11,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UClsaLJyAdDlXjyAizmKt-1Q,민제 meenje,_HBGzLLUPWQ,https://www.youtube.com/watch?v=_HBGzLLUPWQ,0,159000,40704,872,68,눈화장 거의 안하는 ᕱ⑅ᕱ 핑크 메이크업 | 뽀용 핑크 색조 대방출 | 다이소 정샘물 후기 ..✏️,2026. 1. 11,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCgwSxFAuVZyX0vgshNiFkeg,Kyung Sun,MrziNOo6HjQ,https://www.youtube.com/watch?v=MrziNOo6HjQ,0,309000,6277,124,9,"눈이 2배 커보이는 메이크업 👀 / 눈 커보이는 노글루 속눈썹 , 붉은 브라운 처돌이의 섀도우 , 브라운 혈색 립 추천 !",2026. 1. 11,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCXsm0VHVnhDuMqhMAVNSyGw,유진킴 Ujin Kim,QOPjxkScFFU,https://www.youtube.com/watch?v=QOPjxkScFFU,0,22100,4314,73,20,DM폭주한 블러셔들 싹 다 털어옴...🛍💖 립추천도 곁들인...💄,2026. 1. 12,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UClJNgnMWzvEzJuLcpH7m4vQ,제이미포유 Jaymeeforyou,i7B88umaXsc,https://www.youtube.com/watch?v=i7B88umaXsc,0,411000,9282,245,66,Ai 필터 느낌 ?🔥눈 맞은듯한 겨울 발그레🍎혈색 메이크업 (보정st베이스/중안부cut/미친색조합/레드립&블러셔),2026. 1. 13,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCvpD0KP2b7nVLbEAydjjNaQ,코코초 COCOCHO,fEO2vHU7pF0,https://www.youtube.com/watch?v=fEO2vHU7pF0,0,397000,56264,559,234,너 피부광 뭐야?⋆˙⟡ 무조건 정보 따였던 new 인생 하라 / 요즘 트렌드 누디 로지 메이크업🌹 (60분 겟레디),2026. 1. 14,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCDkrbbtBJEdgbHtgYSSag2w,랑연,KCAh82m24no,https://www.youtube.com/watch?v=KCAh82m24no,0,81,2200,2,0,#셔터브리티 웰컴 기프트로 깔끔 누디 메이크업 #오아드,2026. 1. 15,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCEK4qLAKncRumkuqfWUbMgQ,INGHWA 잉화,ytBGR5anOl4,https://www.youtube.com/watch?v=ytBGR5anOl4,0,212000,56332,849,80,광고 ❎ 요즘 내가 제일 많이 쓰는 것들ミ★ 건성 구원템부터 요즘 빠진 웜톤 색조템  | 최애 겨울 아이템 | 케이스 모음 zip.,2026. 1. 18,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCjjW9IdqGvDyAxkdcIATf_g,삐쥬 bbiiju,S5xl3cvxYtw,https://www.youtube.com/watch?v=S5xl3cvxYtw,0,11500,3999,113,37,차분하게 구운..🥀 요즘 유행하는 누디한 로지 복숭아 메이콥..˖⭒˚ 멀멀한 뉴트럴 컬러 추천/하객 메이크업/하투하 맛/느좋 신상템 ⊹˚ ༘⋆✿,2026. 1. 20,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCfM7HC0wkS_cWVIcgpy2XPA,몌 myerry,srcg5ukBgoQ,https://www.youtube.com/watch?v=srcg5ukBgoQ,0,133000,9316,162,55,요즘 신상 화장품 클라스💕❄️,2026. 1. 21,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCW61wo97HWu_TmmJEOiflrw,Minjeong Park,6esqVeinvw8,https://www.youtube.com/watch?v=6esqVeinvw8,0,346000,39638,824,60,요즘 제일 손이 자주 가는🤍 미지근 러버의 올영 색조템 추천,2026. 1. 24,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC57_jVZTM427hTqYMXf7utA,You need 윤이든,T8zaE2Or-0g,https://www.youtube.com/watch?v=T8zaE2Or-0g,0,219000,5603,0,35,"소름돋는 신점 본 썰풀면서 요청 많았던 메이크업 GRWM🔮(직업,연애,건강,미래 예언까지•••) / 겟레디윗미 / 봄웜 메이크업 / 건성 쿠션 추천 / 봄웜 블러셔 추천 / 윤이든",2026. 1. 24,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCz9aPQVGWcDDPif54bBgiOw,minlog,Fllfbd4RlLA,https://www.youtube.com/watch?v=Fllfbd4RlLA,0,6,764,3,0,▪️LILYBYRED 러브빔 치크 🎀💜 #kbeauty #makeup #blusher #pink,2026. 1. 24,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCK_SS-VZj0tQORGbdDnel8A,유채 YUCHAE,aMraK4SfKus,https://www.youtube.com/watch?v=aMraK4SfKus,0,50900,1635,48,18,봄웜도 다 얼자 ‧₊˚‧ 쿨핑크 메이크업❄️,2026. 1. 25,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCQBMHyYoTV_r1PXEVojISfg,서녕 SEONYEONG,scbLTc3WMwA,https://www.youtube.com/watch?v=scbLTc3WMwA,0,463,4378,69,12,"차분 핑크 메이콥 하면서..🎀 26년 새해 다짐 수다 재잘재잘 (깐달걀 파데 꿀조합, 청순립 까지)",2026. 1. 26,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCW67yGQxNNMnLqRHyaTjygA,Hong's MakeuPlay 홍이모,fcEbV9CF3Ks,https://www.youtube.com/watch?v=fcEbV9CF3Ks,0,380000,67206,1577,275,"🤎요즘 메이크업 트렌드🤎 ""쉽고"" ""분위기"" 있는 데일리 메이크업 튜토리얼 #멀티유즈 #grwm",2026. 1. 27,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC5y2OWl_ygpcuz3BS3G-Vgg,짱키티【ﾁｬﾝｷﾃｨ】せっかちVlog,dKZuUnrr_iE,https://www.youtube.com/watch?v=dKZuUnrr_iE,0,3310,5200,40,0,店頭では買えないlilybyred新作が可愛すぎた...🪽🎀#韓国コスメ #新作コスメ #lilybyred #リリーバイレッド #릴리바이레드,2026. 1. 27,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCrK-BInkhcGogiBoG682DEA,하나HANA,QNCkuJazZeA,https://www.youtube.com/watch?v=QNCkuJazZeA,0,167000,10297,305,27,블루렌즈에 스모키••늑대상 메이크업🐺,2026. 1. 29,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCEVbgB8g02Sc9r-2_R3sn9g,테테코덕계 tete,JaCllSV_WYU,https://www.youtube.com/watch?v=JaCllSV_WYU,0,7480,4600,34,5,릴바레 신상 엔젤코어로 다 얼려보자..❄️,2026. 1. 29,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCEXNS5h17QdY9VV60IDayDQ,HIKOCO 하이코코,rqKdeAEr8hI,https://www.youtube.com/watch?v=rqKdeAEr8hI,0,19100,1700,13,0,POV: you found the perfect ‘cloud’ lip ☁️,2026. 1. 31,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCSDSUZEHygHRzqHiu7WlBGQ,챌린지유 challenzyu,zc_6PPy5sEU,https://www.youtube.com/watch?v=zc_6PPy5sEU,0,210000,19962,278,26,"작년 한해 잘 썼다! 고르고 골라온 베스트 아이템 모음 l 인테리어, 선물, 뷰티, 향, 책까지!",2026. 2. 1,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UClsaLJyAdDlXjyAizmKt-1Q,민제 meenje,R0f0VWBC88M,https://www.youtube.com/watch?v=R0f0VWBC88M,0,161000,20019,191,36,"요즘 립 뭐바르지…?˗ˏˋ뉴★버전ˎˊ˗  미지근톤 최애립 추천 | 촉촉립, 누드립, 멀멀립, 신상 립추천 | My favorite lips ♡",2026. 2. 1,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCjfKJKrYBEMEm7s0BHWXfbQ,라라린 lalalyn,ZXXDdhD1Exk,https://www.youtube.com/watch?v=ZXXDdhD1Exk,0,6340,20000,590,8,2월 올리브영 절대 가면 안 되는 이유?,2026. 2. 1,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCwwx97EJWC1yj5YH3sO5AWg,널뮤 nullmue,RLGdq1zb0TI,https://www.youtube.com/watch?v=RLGdq1zb0TI,0,260,1777,13,2,블러셔 바르기 (디어에이 튀튀 스윗로즈) #메이크업 #블러셔추천 #하파크리스틴,2026. 2. 2,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
