Insta360	인스타360	129	r0_exact	5
파티온	파티온	3733	r0_exact	5
미니학습지	미니학습지	129892	r0_exact	5
동구밭	동구밭	85900	r0_exact	5
종근당건강	씨케이디게런티드	354	r0_exact	5
Acwell	아크웰	4387	r0_exact	5
타가	타가	116349	r0_exact	5
감탄브라	감탄브라	56270	r0_exact	5
트라히어	트라히어	165975	r0_exact	5
Beigic	베이지크	4545	r0_exact	5
모햇	모햇	134505	r0_exact	5
Shezhome	쉬즈홈	60489	r0_exact	5
CAELA	카엘라	146333	r0_exact	5
아비튜드	아비튜드	166293	r0_exact	5
ILCORSO	일꼬르소	3702	r0_exact	5
정글몬스터	정글몬스터	49772	r0_exact	5
Meowtimes	미우타임즈	130582	r0_exact	5
놈캐리어	놈캐리어	165473	r0_exact	5
healthyplace	헬시플레이스	108003	r0_exact	5
윙크학습	윙크학습	28273	r0_exact	5
플레인팟	플레인팟	146517	r0_exact	5
바비톡	바비톡	28388	r0_exact	5
MyRealTrip	마이리얼트립	285	r0_exact	5
dr.piel_official	닥터피엘	69807	r1_decor	5
GREEK DAY	그릭데이	65224	r0_exact	5
벤튼	벤튼	240	r0_exact	5
VIPKID 코리아	브이아이피키드	166153	r1_decor	5
Ma Journée	마조네	99251	r0_exact	5
Club Med	클럽메드	42010	r0_exact	5
Ourskin	아워스킨	166311	r0_exact	5
여리한다이어트	여리한다이어트	45108	r0_exact	5
비브리브	비브리브	4595	r0_exact	4
토스	토스	57960	r0_exact	4
FitPet	핏펫	154268	r0_exact	4
가벼운 학습지	가벼운학습지	4411	r0_exact	4
Hassoul	해즈소울	129143	r0_exact	4
아토세이프	아토세이프	165170	r0_exact	4
수니홈	수니홈	99994	r0_exact	4
ROLLY	롤리	165322	r0_exact	4
LFmall	LF몰	74263	r0_exact	4
Bodyfine	바디파인	165318	r0_exact	4
영라뉴	영라뉴	131095	r0_exact	4
Wakemake	웨이크메이크	103	r0_exact	4
아임얼라이브 콤부차	아임얼라이브 콤부차	47026	r0_exact	4
온작	온작	155529	r0_exact	4
아르베	아르베	153508	r0_exact	4
누비지오	누비지오	119812	r0_exact	4
델링그	델링그	66420	r0_exact	4
닥터아돌	닥터아돌	34185	r0_exact	4
코이	코이	66628	r0_exact	4
마인드카페	마인드카페	69801	r0_exact	4
마틸라	마틸라	119811	r0_exact	4
몽뤼르	몽뤼르	154755	r0_exact	4
Undage	언데이지	165191	r0_exact	4
LG전자	LG전자	11	r0_exact	4
직방	직방	120063	r0_exact	4
누디크	누디크	65204	r0_exact	4
리빙크리에이터	리빙크리에이터	146478	r0_exact	4
Paula's Choice	폴라초이스코리아	66560	r0_exact	4
Spotify Korea	스포티파이	4600	r1_decor	4
현대카드	현대카드	570	r0_exact	4
삼대오백	뉴트리커먼	3844	r0_exact	4
CHANEL	샤넬	496	r0_exact	4
Yunjac	연작	53445	r0_exact	4
르마하	르마하	153815	r0_exact	4
Gynocure.kr	지노큐어	164304	r1_decor	4
스키니랩	스키니랩	42070	r0_exact	4
Pozenic	포즈닉	165440	r0_exact	4
Shopcider_kr	샵사이다	4312	r1_decor	4
Studio17	스튜디오17	50291	r0_exact	4
포뷰트	포뷰트	27974	r0_exact	4
Heveblue	헤브블루	110646	r0_exact	4
Myprotein	마이프로틴	252	r0_exact	4
윌라	윌라	86	r0_exact	4
PRIZM	프리즘	34099	r0_exact	4
포들	포들	165252	r0_exact	4
TFIT	티핏	164911	r0_exact	4
파이브바이브	파이브바이브	154600	r0_exact	4
헬로우봇	헬로우봇	74260	r0_exact	4
MUJI Korea	무인양품 (무지)	57661	r0_exact	4
스마이즈	LNC 커뮤니티	106735	r0_exact	4
HDEX	에이치덱스	67	r0_exact	4
트래블기어	트래블기어	110679	r0_exact	4
Fillimilli	필리밀리	246	r0_exact	4
이아이오	이아이오	129140	r0_exact	4
엘리하이 키즈	엘리하이	486	r1_decor	4
BIODERMA	바이오더마	4056	r0_exact	3
Voltium	볼티움	165375	r0_exact	3
슬립앤슬립	슬립앤슬립	45347	r0_exact	3
Coiris	코이리스	166224	r0_exact	3
ANF KOREA	ANF	47058	r1_decor	3
맥스클리닉	맥스클리닉	76779	r0_exact	3
고몽드	고몽드	55376	r0_exact	3
Muzigae Mansion	무지개맨션	4356	r0_exact	3
MOZI	모지	153585	r0_exact	3
닥터하우쉬카	닥터하우쉬카	65215	r0_exact	3
Moroccanoil	Moroccanoil	56633	r0_exact	3
모던하우스	모던하우스	62265	r0_exact	3
뮬라웨어	뮬라웨어	4535	r0_exact	3
핏펫	핏펫	154268	r0_exact	3
옆커폰	옆커폰	3140	r0_exact	3
플로나	플로나	66577	r0_exact	3
라이프스탠다드	라이프스탠다드	131072	r0_exact	3
Filakids_official	휠라	693	r1_decor	3
휴플러스	휴플러스	150840	r0_exact	3
밀리의서재	밀리의 서재	78413	r0_exact	3
WondershareKorea 	원더쉐어	157426	r1_decor	3
