branded_page_name,count,exact_match,exact_match_ci,r1_decor,r2_segment,r3_homoglyph
𝖘𝖙𝖊𝖊𝖑 𝖜𝖗𝖎𝖘𝖙,10,0,0,0,0,0
eSpoir 에스쁘아,10,0,0,0,1,0
Moonshotkorea,10,0,0,0,0,0
스터디파이,10,0,0,0,0,0
데코뷰,10,1,1,0,0,0
민감피부연구소,10,0,0,0,0,0
아이제제,10,1,1,0,0,0
Puripia,10,0,0,0,0,0
벤딕트_vendict,10,0,0,0,1,0
커먼유니크,10,1,1,0,0,0
beavers_ski_,10,0,0,0,0,0
Demar3,10,0,1,0,0,0
글램피크,10,1,1,0,0,0
여드름 꿀팁모음.zip,10,0,0,0,0,0
Houseboy_Official,10,0,0,0,0,0
삶의질 상승템,10,0,0,0,0,0
Renew-Phy,10,0,0,0,0,0
Deals_Lover,10,0,0,0,0,0
LIZDA,10,0,1,0,0,0
슈퍼포우,10,0,0,0,0,0
언니가 필요할 때,10,0,0,0,0,0
proles.1,10,0,0,0,0,0
VOVA 보바,10,0,0,0,1,0
핑거수트,10,1,1,0,0,0
Heallish,10,0,0,0,0,0
지식 위성 SAT. Knowledge ,10,0,0,0,0,0
Teammint VN Careers,9,0,0,0,0,0
라라스마일,9,0,0,0,0,0
Dorelan - 돌레란,9,0,0,0,1,0
배리웨이 variway,9,0,0,0,1,0
Lactiv.official,9,0,0,1,0,0
Masmarulez,9,1,1,0,0,0
Thehairpick,9,0,0,0,0,0
For is,9,0,0,0,0,0
더블틴,9,0,0,0,0,0
습관연구소,9,0,0,0,0,0
하림라면,9,0,0,0,0,0
Maryhouse,9,0,0,0,0,0
플랜코리아 Plan International Korea,9,0,0,0,0,0
마플,9,1,1,0,0,0
모두닥 건강검진,9,0,0,0,1,0
미마 코리아,9,0,0,0,0,0
UNOVE 어노브,9,0,0,0,1,0
엔젤앤비,9,1,1,0,0,0
혁명티슈,9,0,0,0,0,0
에블린,9,1,1,0,0,0
olicell_official,9,0,0,0,0,0
하나투어,9,1,1,0,0,0
다노날,9,0,0,0,0,0
AlphäCD,9,0,0,0,0,0
올리브영,9,1,1,0,0,0
LUOES COSMETICS,9,0,0,0,0,0
Pair chocolate 커플초콜릿,9,0,0,0,0,0
아닐로x올리브영,9,0,0,0,0,0
Teo and the 태오앤더,9,0,0,0,1,0
순환연구소,9,0,0,0,0,0
바인허브,9,0,0,0,0,0
옵티마 웰니스 뮤지엄,9,0,0,0,0,0
Petomamanshop,9,0,0,0,0,0
밀레니얼머니스쿨,9,0,1,0,0,0
tigermorningshot,9,0,0,0,0,0
Overlaps.official,9,0,0,0,0,0
NewOrigin 뉴오리진,9,0,0,0,1,0
연애하고싶다면 따라해,9,0,0,0,0,0
Akitzcrew,9,0,0,0,0,0
Larosée Korea,9,0,0,0,0,0
프랭클리-Frankly,9,0,0,0,1,0
지티스,9,1,1,0,0,0
유이크 UIQ,9,0,0,0,1,0
SW19 Fragrance,9,0,0,0,1,0
Rucipello/루치펠로,9,0,0,0,1,0
토코보 Tocobo,9,0,0,0,1,0
medipuppy,9,0,0,1,0,0
오제끄Oseque,9,0,0,0,0,0
한끼통살,9,1,1,0,0,0
Pyunkang yul,9,0,1,0,0,0
VINA & Co.,9,0,0,0,0,0
Thermard,9,0,0,0,0,0
차르르,9,0,0,0,0,0
크런틴 CRUNTIN,9,0,0,0,1,0
엠제이드,9,1,1,0,0,0
더잠 - TZM,9,0,0,0,1,0
중등인강 1위 엠베스트,9,0,0,0,1,0
조성아뷰티,9,1,1,0,0,0
청정원,9,1,1,0,0,0
클렌오  Clen O,9,0,0,0,0,0
비상교육 온리원,9,0,0,0,1,0
노일리 Noily,9,0,0,0,1,0
GATSBY,9,0,0,0,0,0
스파르타 내일배움,9,0,0,0,0,0
퍼셀 Purcell,8,0,0,0,1,0
천재교과서 밀크T초등,8,0,0,0,1,0
도파미너,8,0,0,0,0,0
매일유업(Maeil),8,0,0,0,1,0
HEI shoes,8,0,0,0,1,0
dailyyam,8,0,0,0,0,0
Lukt,8,1,1,0,0,0
모그라미 입으면 효율 200퍼,8,0,0,0,1,0
디어먼트,8,1,1,0,0,0
CURE,8,0,0,0,0,0
Otoki daily,8,0,0,0,0,0
needsome_official,8,0,0,0,0,0
피토틱스 Phytotics,8,0,0,0,1,0
플레이텍스,8,1,1,0,0,0
TS샴푸 - TS Shampoo,8,0,0,0,1,0
20대 뭐 하지?,8,0,0,0,0,0
뮤엘토 Muelto,8,0,0,0,1,0
이사대학 Move University,8,0,0,0,0,0
BackerKit,8,0,0,0,0,0
Golden piece 골든피스,8,0,0,0,1,0
"궁금할 땐, 아하",8,0,0,0,0,0
Aelfric Eden,8,0,0,0,0,0
Sergio Tacchini,8,0,1,0,0,0
스타라이크,8,1,1,0,0,0
Beplain_official,8,0,0,1,0,0
오하입,8,1,1,0,0,0
예뻐지는 레시피,8,0,0,0,0,0
Tielacosmetics.kr,8,0,0,0,0,0
핫이슈 issǔe 투데이,8,0,0,0,0,0
피부연구방,8,0,0,0,0,0
Anaconda_innerwear,8,0,0,0,0,0
Slimfit,8,0,0,0,0,0
그린핑거-greenfinger,8,0,0,0,0,0
제이엘브,8,1,1,0,0,0
takemind_official,8,0,0,0,0,0
Klook,8,1,1,0,0,0
Ohscent,8,0,1,0,0,0
VINNE 빈느,8,0,0,0,1,0
Rbfy,8,0,1,0,0,0
티타드 TITAD,8,0,0,0,1,0
포토그레이 - Photogray,8,0,0,0,1,0
"자연식의 올바른 기준, 씽크라이크펫",8,0,0,0,1,0
Re:NK,8,1,1,0,0,0
현대백화점문화센터,8,0,0,0,0,0
Abib.fragrance,8,0,0,0,1,0
WiseMeal,8,0,0,0,0,0
Basics,8,1,1,0,0,0
Amazing Victoria,8,0,0,0,0,0
패스트캠퍼스,8,1,1,0,0,0
언니의 노하우,8,0,0,0,0,0
오휘(O HUI),8,0,0,0,1,0
소소한 습관,8,0,0,0,0,0
스피킹맥스,8,1,1,0,0,0
Apothe,8,0,1,0,0,0
TIGHT 사주,8,0,0,0,0,0
라뮤즈,8,0,0,0,0,0
그라스,8,1,1,0,0,0
Glowsh,8,0,0,0,0,0
꼬기다,8,1,1,0,0,0
삭스업 SOCKS UP,8,0,0,0,0,0
그로우어스 Growus,8,0,0,0,1,0
Calypso 칼립소,8,0,0,0,0,0
나린플라 narinfla,8,0,0,0,1,0
Oganacellskin Korea,8,0,0,0,0,0
Blancdiva,8,0,0,0,0,0
Myegglife,8,0,0,0,0,0
슈링크홈,8,0,0,0,0,0
유르테,8,1,1,0,0,0
구강리뷰 다이어리,8,0,0,0,0,0
마마캣 - mamacat,8,0,0,0,0,0
몰든,8,0,0,0,0,0
오아,8,1,1,0,0,0
데이로,8,1,1,0,0,0
널담,8,1,1,0,0,0
Thehistoryofwhoo.official,8,0,0,1,0,0
ReFa 리파,8,0,0,0,1,0
퓨어레비,8,0,0,0,0,0
LalaChuu 공식페이지,8,0,0,0,1,0
Red Brick House,8,0,0,0,0,0
Formulain,8,0,0,0,0,0
업노멀,8,0,0,0,0,0
aeit.official,8,0,0,0,0,0
슬림라이프,8,0,0,0,0,0
바르너 Baruner,8,0,0,0,1,0
블루그레인,8,1,1,0,0,0
모무 MOMU,8,0,0,0,0,0
닥터딥-Dr.Deep,8,0,0,0,1,0
Babitalk,8,1,1,0,0,0
Sillymann,7,1,1,0,0,0
Ring Tap - 링탭,7,0,0,0,1,0
컬러그램 - Colorgram,7,0,0,0,1,0
Buzztravelerskorea,7,0,0,0,0,0
캄올,7,0,0,0,0,0
러닝라이프,7,0,0,0,0,0
wooa_ps,7,0,0,0,0,0
사이언솔,7,0,0,0,0,0
올리,7,1,1,0,0,0
노도르 Nodor,7,0,0,0,1,0
비즈업클래스,7,0,0,0,0,0
테라퓨젠 Terafugen,7,0,0,0,1,0
코르딕스1,7,0,0,0,0,0
HANE,7,0,1,0,0,0
Altenbach,7,1,1,0,0,0
95_problem,7,0,0,0,0,0
Saily,7,1,1,0,0,0
VOYE,7,0,0,0,0,0
무백_moo100,7,0,0,0,1,0
한스킨,7,1,1,0,0,0
Samsung,7,0,0,0,0,0
휴닉,7,1,1,0,0,0
해브어 have a ___.,7,0,0,0,0,0
VDL Cosmetics,7,0,0,0,1,0
Urban Busters,7,0,0,0,0,0
글루프레소,7,0,0,0,0,0
Innerflora,7,0,0,0,0,0
에이딕트 a ddct,7,0,0,0,1,0
네모닉 nemonic,7,0,0,0,1,0
Siore,7,0,0,0,0,0
DrJart,7,0,0,0,0,0
danp_official_account,7,0,0,0,1,0
OpenAI,7,1,1,0,0,0
Knockcomma,7,0,0,0,0,0
Meitu,7,1,1,0,0,0
루미르 Lummir,7,0,0,0,1,0
르 네오로 - Le Neoro,7,0,0,0,0,0
네이버페이,7,1,1,0,0,0
Mute-frame,7,0,0,0,1,0
속고민상담실,7,0,0,0,0,0
수도권 데이트코스,7,0,0,0,0,0
Hurease 휴리즈,7,0,0,0,0,0
Athanbe,7,0,1,0,0,0
AI Video - AI catch,7,0,0,0,1,0
티로 tiro,7,0,0,0,0,0
주식회사 바오,7,0,0,0,0,0
Serene - Meet your Serenity,7,0,0,0,1,0
LG프라엘,7,1,1,0,0,0
라돌프,7,1,1,0,0,0
Losy Kim 로지킴,7,0,0,0,1,0
음식물처리기 린클,7,0,0,0,1,0
메이크프렘 makep:rem,7,0,0,0,1,0
라이크 디스 - Like This,7,0,0,0,0,0
브리쎄 Brissé,7,0,0,0,1,0
코주부클래스,7,0,0,0,0,0
디어오늘,7,1,1,0,0,0
다슈_올리브영,7,0,0,0,1,0
언니의 숨은 꿀템,7,0,0,0,0,0
Wecowork_official,7,0,0,1,0,0
디웨더,7,1,1,0,0,0
모델로화장품,7,1,1,0,0,0
Dailymorning,7,0,0,0,0,0
killlorie,7,0,0,0,0,0
블레스문,7,1,1,0,0,0
Ortte 오르뜨,7,0,0,0,0,0
nomorethan.1,7,0,0,0,0,0
mongdol.official,7,0,0,1,0,0
포켓샐러드,7,1,1,0,0,0
DECET WOMEN,7,0,0,0,0,0
더블유비스킨,7,0,0,0,0,0
iloom 일룸,7,0,0,0,1,0
제너럴아이디어,7,1,1,0,0,0
반려견의 일상,7,0,0,0,0,0
Entre Rêves,7,1,1,0,0,0
한국디지털컨버전스협회,7,0,0,0,0,0
약손명가 헬스케어,7,0,0,0,1,0
트마,7,0,0,0,0,0
셀로라바이 코리아,7,0,0,1,0,0
동안연구소,7,0,0,0,0,0
휴그랩,7,1,1,0,0,0
볼빅,7,1,1,0,0,0
BCML,7,0,0,0,0,0
Another face,7,0,1,0,0,0
POLED,7,0,0,0,0,0
Cnewlab_씨뉴랩,7,0,0,0,0,0
코슬리 koselig,7,0,0,0,0,0
코드잇 스프린트,6,0,0,0,1,0
YJ Company,6,0,0,0,0,0
Realcumin,6,0,0,0,0,0
헤어나올 수 없는 꿀팁,6,0,0,0,0,0
러디브 Shop,6,0,0,0,0,0
GU（ジーユー）,6,0,0,0,0,0
포뷰트-텍스처쉐이크,6,0,0,0,1,0
슬기로운피부생활,6,0,0,0,0,0
Antures - 앤처스,6,0,0,0,0,0
닥터지 Dr.G,6,0,0,0,1,0
_k.sun__,6,0,0,0,0,0
센트룸,6,1,1,0,0,0
고운쌤 ｜정책자금 • 절세 • 사업자 컨설던트 ,6,0,0,0,0,0
hahhaya_modern,6,0,0,0,0,0
스컬피그,6,1,1,0,0,0
Wox_korea,6,0,0,0,0,0
ALO Wellness Club,6,0,0,0,0,0
Beauty for you,6,0,0,0,0,0
테일룸,6,0,0,0,0,0
나노레시피,6,1,1,0,0,0
Alternativestereo,6,1,1,0,0,0
오늘의 살림꿀팁,6,0,0,0,0,0
마로의 클린푸드,6,0,0,0,0,0
환테크 플랫폼 스위치원,6,0,0,0,1,0
끌리젠 Kklizen,6,0,0,0,1,0
Tinkerbell1904.official,6,0,0,0,0,0
kclubcokr 250718,6,0,0,0,0,0
텐바이텐(www.10x10.co.kr),6,0,0,0,1,0
Gitden,6,0,1,0,0,0
마이루핏 myroufit,6,0,0,0,1,0
까사미아,6,1,1,0,0,0
온그리디언츠,6,1,1,0,0,0
Oulukorea,6,0,0,0,0,0
엘르 이너웨어,6,0,0,1,0,0
I-hi,6,0,0,0,0,0
한성컴퓨터,6,1,1,0,0,0
란시노 코리아 Lansinoh korea,6,0,0,0,1,0
다이어터의 삶s,6,0,0,0,0,0
파파레서피,6,1,1,0,0,0
LUTH,6,0,0,0,0,0
PODL,6,0,1,0,0,0
maetria,6,0,1,0,0,0
Herstellerbeauty,6,0,0,0,0,0
데일리코드,6,0,0,0,0,0
어라운드앤 - around ann,6,0,0,0,0,0
Arpe korea,6,0,0,0,0,0
셀비전 cellvision,6,0,0,0,0,0
편한가,6,0,0,0,0,0
바운더리서울,6,0,0,0,0,0
대장사랑,6,0,0,0,0,0
리얼클래스,6,1,1,0,0,0
데이니스 Dayness,6,0,0,0,0,0
kindski.zip,6,0,0,0,0,0
Megabyte School - 커리어를 시작하는 가장 빠른 길,6,0,0,0,0,0
Pimadaziwin,6,0,0,0,0,0
Dberno,6,0,0,0,0,0
Peeven,6,0,0,0,0,0
엘리하이,6,1,1,0,0,0
AI Catch video,6,0,0,0,1,0
슬라운드,6,1,1,0,0,0
닥터서동원 베개,6,0,0,0,1,0
내집스캔,6,1,1,0,0,0
Lesstopy,6,0,0,0,0,0
달심,6,1,1,0,0,0
Love.review,6,0,0,0,0,0
Milliens.official,6,0,0,0,0,0
유심사,6,0,0,1,0,0
Clabiane 클라비안,6,0,0,0,1,0
단 스튜디오,6,0,0,0,0,0
Hotels.com,6,1,1,0,0,0
Lymday,6,0,0,0,0,0
키즈텐,6,1,1,0,0,0
로댄티,6,0,0,0,0,0
티르티르,6,1,1,0,0,0
Didaofficiᶏl,6,0,0,0,0,0
꿀팁로그,6,0,0,0,0,0
Zigzag.item,6,0,0,0,1,0
자연누리,6,1,1,0,0,0
비비안 (VIVIEN),6,0,0,0,1,0
이가닉스,6,0,0,0,0,0
SK-II,6,0,0,0,0,0
Mild_market,6,0,0,0,0,0
닥터린,6,1,1,0,0,0
Nubes,6,0,0,0,0,0
Nuttybutty 너티버티,6,0,0,0,0,0
Beauty wow,6,0,0,0,0,0
위버스마인드,6,0,0,0,0,0
로니엘,6,1,1,0,0,0
요미몬,6,0,0,0,0,0
밸런스플레이,6,0,0,0,0,0
치킨매니아 창업,6,0,0,0,1,0
누잠,6,1,1,0,0,0
뽀시래기,6,0,0,0,0,0
배상면주가,6,0,0,0,0,0
Anerisy,6,0,0,0,0,0
팀밸,6,0,0,0,0,0
매틱플락,6,0,0,0,0,0
렌즈미,6,1,1,0,0,0
꿀팁알려주는여자,6,0,0,0,0,0
dr.althea_clean,6,0,0,0,0,0
ClearDea korea,6,0,0,1,0,0
모몽,6,0,0,0,0,0
Deodrix 데오드릭스,6,0,0,0,0,0
푸드올로지,6,1,1,0,0,0
블랙크러쉬,6,0,0,0,0,0
Revḙnipîofficial,6,0,0,0,0,0
Bodyluv 바디럽,6,0,0,0,1,0
ODER,6,0,0,0,0,0
스파오 키즈,6,0,0,1,0,0
누즈 nuse,6,0,0,0,1,0
패션치트키,6,0,0,0,0,0
그립뱅크 마케팅,5,0,0,0,0,0
Insta360,5,0,1,0,0,0
멀티잇 - Multicampus IT,5,0,0,0,1,0
젬베베,5,0,0,0,0,0
오프아워,5,0,0,0,0,0
미오데칼코마니,5,0,0,0,0,0
라티티,5,1,1,0,0,0
파티온,5,1,1,0,0,0
미니학습지,5,1,1,0,0,0
남선생홈푸드,5,0,0,1,0,0
Lilu,5,0,0,0,0,0
맘스터치 - 버거&치킨,5,0,0,0,1,0
신지모루lab,5,0,0,0,0,0
내 피부과 의사의 휴가,5,0,0,0,0,0
프리우먼 Free Woman,5,0,0,0,0,0
마지아룩,5,0,0,0,0,0
인피테,5,0,0,0,0,0
Grip Bank,5,0,0,0,1,0
오통닭,5,0,0,0,0,0
트루쿡,5,0,0,0,0,0
마이템즈,5,0,0,0,0,0
오피고우,5,1,1,0,0,0
Jellyup 젤리업,5,0,0,0,0,0
스킨푸드 Skinfood,5,0,0,0,1,0
동구밭,5,1,1,0,0,0
뭐야이거?,5,0,0,0,0,0
종근당건강,5,1,1,0,0,0
포뷰트-스케일러,5,0,0,0,1,0
홍동비책,5,0,0,0,0,0
육아맘 온솔미,5,0,0,0,0,0
리큅 L'EQUIP,5,0,0,0,1,0
Debbiemeyer korea,5,0,0,0,0,0
애슬러,5,0,0,0,0,0
Acwell,5,1,1,0,0,0
Jejememe,5,0,0,0,0,0
타가,5,1,1,0,0,0
아누코 Anuko,5,0,0,0,1,0
Andear,5,0,0,0,0,0
Buzztravelersglobal,5,0,0,0,0,0
Uglybitesclub,5,0,0,0,0,0
HoEn,5,0,0,0,0,0
요즘리뷰,5,0,0,0,0,0
감탄브라,5,1,1,0,0,0
Renopti - 레놉티,5,0,0,0,0,0
이파마스터 - iipamaster,5,0,0,0,0,0
Smithtea Korea,5,0,0,1,0,0
트라히어,5,1,1,0,0,0
omg_electronics,5,0,0,0,0,0
닥터리코스메틱,5,0,0,0,0,0
씨드비 Seedbee,5,0,0,0,1,0
Beigic,5,0,1,0,0,0
haroo__hi,5,0,0,0,0,0
모햇,5,1,1,0,0,0
mowmmall,5,0,0,0,0,0
Shezhome,5,0,1,0,0,0
Ballop-밸롭,5,0,0,0,1,0
CAELA,5,1,1,0,0,0
FINV 핀브,5,0,0,0,1,0
아비튜드,5,1,1,0,0,0
프렙바이비레디,5,0,0,0,0,0
ILCORSO,5,0,1,0,0,0
비욘드 (BEYOND),5,0,0,0,1,0
정글몬스터,5,1,1,0,0,0
GEAR BY GASH,5,0,0,0,1,0
바엘,5,1,1,0,0,0
유튜버꿈나무,5,0,0,0,0,0
Meowtimes,5,1,1,0,0,0
타이탄클래스,5,0,0,0,0,0
자이티,5,0,0,0,0,0
1204,5,0,0,0,0,0
L3xng,5,0,0,0,0,0
초월,5,0,0,0,0,0
색동서울 Saekdong Seoul,5,0,0,0,1,0
놈캐리어,5,1,1,0,0,0
healthyplace,5,0,1,0,0,0
캔코,5,0,0,0,0,0
Japaholic Korea,5,0,0,0,0,0
Cutem 큐템,5,0,0,0,0,0
레무로,5,0,0,0,0,0
Terroirbon,5,0,0,0,0,0
Wholeblending 홀블렌딩,5,0,0,0,0,0
Nowandthanmkt,5,0,0,0,0,0
윙크학습,5,1,1,0,0,0
통영숙수 tongyeongchef,5,0,0,0,1,0
루시아이 크리스마스,5,0,0,0,1,0
하이마트(Hi-mart),5,0,0,0,0,0
비어썸,5,0,0,0,0,0
플레인팟,5,1,1,0,0,0
타파웨어 - Tupperware Brands Korea,5,0,0,0,0,0
듀이셀.Offical,5,0,0,0,1,0
ㄱr벼워질ㄹrl?,5,0,0,0,0,0
Healthforbeauty,5,0,0,0,0,0
바비톡,5,1,1,0,0,0
MyRealTrip,5,0,1,0,0,0
LOHWI,5,0,0,0,0,0
칩스서울,5,0,0,0,0,0
Bbangpro Diet Bakery,5,0,0,0,1,0
이블렛,5,0,0,0,0,0
에드모어,5,0,0,0,0,0
호호에미,5,0,0,0,0,0
Mini Recipe 미니레시피,5,0,0,0,0,0
오뚜기 라면.ZIP,5,0,0,0,1,0
dr.piel_official,5,0,0,1,0,0
GREEK DAY,5,0,1,0,0,0
벤튼,5,1,1,0,0,0
칼로 Calo,5,0,0,0,1,0
도프라이브,5,0,0,0,0,0
리얼베리어 Real Barrier,5,0,0,0,1,0
LST: 한국에서 즐기는 유학생활,5,0,0,0,0,0
예뻐ズlㅈΓ,5,0,0,0,0,0
VIPKID 코리아,5,0,0,1,0,0
오린하우스 야외웨딩 돌잔치 고희연 기업행사,5,0,0,0,0,0
Ma Journée,5,1,1,0,0,0
Hei glow,5,0,0,0,1,0
언니들의 리뷰모음.zip,5,0,0,0,0,0
Neoteria planet,5,0,0,0,1,0
Club Med,5,1,1,0,0,0
ELT Cosmetics 이엘티,5,0,0,0,0,0
Veramore_official,5,0,0,0,0,0
덴라이프,5,0,0,0,0,0
Costalgia 코스텔지아,5,0,0,0,1,0
Ourskin,5,0,1,0,0,0
건강한범벨이,5,0,0,0,0,0
여리한다이어트,5,1,1,0,0,0
Mens Effect,5,0,0,0,0,0
인버브 inverb,5,0,0,0,0,0
시니어 클럽,5,0,0,0,0,0
Candorlov Cosmetics,5,0,0,0,1,0
르뷔제,5,1,1,0,0,0
주방마녀비법,5,0,0,0,0,0
리프팅 연구소,4,0,0,0,0,0
REY,4,0,0,0,0,0
비브리브,4,0,0,1,0,0
하우파머시,4,0,0,0,0,0
Henell,4,0,0,0,0,0
대성축산,4,1,1,0,0,0
토스,4,1,1,0,0,0
사람인,4,0,0,0,0,0
FitPet,4,0,1,0,0,0
스콜 SKöLL,4,0,0,0,0,0
스기약국 일본【공식】,4,0,0,0,0,0
가벼운 학습지,4,0,0,1,0,0
라라스윗 Lalasweet,4,0,0,0,1,0
Line On Ballet 정은쌤,4,0,0,0,0,0
더 나은 내일을 위한 습관,4,0,0,0,0,0
Naming. 네이밍 코스메틱,4,0,0,0,1,0
LATE - 레이트,4,0,0,0,1,0
Hassoul,4,0,0,1,0,0
아토세이프,4,1,1,0,0,0
와일드캣88,4,0,0,0,0,0
위자드조선,4,0,0,0,0,0
ByReve,4,0,0,0,0,0
베지어트,4,1,1,0,0,0
수니홈,4,1,1,0,0,0
ROLLY,4,0,1,0,0,0
아리솜 arisom.,4,0,0,0,0,0
LFmall,4,0,0,0,1,0
해브해드 HAVE HAD,4,0,0,0,0,0
Livb 리브비,4,0,0,0,1,0
Jeong Seo,4,0,0,0,0,0
쟈뎅 - Jardin,4,0,0,0,1,0
design.review.lab,4,0,0,0,0,0
JI9BON.official,4,0,0,0,0,0
타임투런 TIME to RUN,4,0,0,0,0,0
Bodyfine,4,0,1,0,0,0
벨37 풀빌라 펜션,4,0,0,0,0,0
팀버핏,4,0,0,0,0,0
영라뉴,4,1,1,0,0,0
HALO SHOP 헤일로샵,4,0,0,0,0,0
Wakemake,4,0,1,0,0,0
아임얼라이브 콤부차,4,1,1,0,0,0
Savwa professional,4,0,1,0,0,0
온작,4,1,1,0,0,0
Paid Team Placeholder,4,0,0,0,0,0
포인드,4,0,0,0,0,0
아르베,4,1,1,0,0,0
코링코 코스메틱,4,0,0,0,1,0
zone_jam_,4,0,0,0,0,0
Wellchop,4,0,0,0,0,0
누비지오,4,1,1,0,0,0
Lifework - 라이프워크,4,0,0,0,1,0
델링그,4,1,1,0,0,0
월세는 내친구,4,0,0,0,0,0
아밀리 Amily,4,0,0,0,1,0
그레이시티 수원,4,0,0,0,0,0
셀럽스픽,4,0,0,0,0,0
Jloria,4,0,0,0,0,0
닥터아돌,4,1,1,0,0,0
코이,4,1,1,0,0,0
MaH_Kor,4,0,0,0,1,0
160kgk,4,0,0,0,0,0
Lilysilk JAPAN,4,0,0,0,1,0
오픈갤러리 OPEN GALLERY,4,0,0,0,1,0
핏트-매일이 가벼워지는 단백질 쉐이크,4,0,0,0,0,0
바이탈사인,4,0,0,0,0,0
마인드카페,4,1,1,0,0,0
Chinsu_Hot_Sauce_KR,4,0,0,0,0,0
로로스키니 숄더릴랙사,4,0,0,0,0,0
hairrhythm,4,0,0,0,0,0
엄마의 한스푼,4,0,0,0,0,0
마틸라,4,1,1,0,0,0
Glow.B Global,4,0,0,0,0,0
몽뤼르,4,1,1,0,0,0
dabongss.selfcare,4,0,0,0,1,0
Salim jopd,4,0,0,0,0,0
Liner Research Assistant,4,0,0,0,0,0
킵유어핏 KEEP YOUR FIT ,4,0,0,0,1,0
Melt halo,4,0,0,0,0,0
Undage,4,0,1,0,0,0
PUZL,4,0,0,0,0,0
이브이메드,4,0,0,0,0,0
언니들의 필수템,4,0,0,0,0,0
LG전자,4,1,1,0,0,0
직방,4,1,1,0,0,0
코랩 드라이샴푸 COLAB Korea,4,0,0,0,1,0
누디크,4,1,1,0,0,0
네버두와이-Neverdowhy,4,0,0,0,0,0
삼성카드(Samsungcard),4,0,0,0,1,0
숨고 - Soomgo,4,0,0,0,1,0
리빙크리에이터,4,1,1,0,0,0
신라스테이플러스,4,0,0,0,0,0
slowlife_lea,4,0,0,0,0,0
노에이지 noage,4,0,0,0,0,0
프로틴유목민,4,0,0,0,0,0
Paula's Choice,4,0,1,0,0,0
펫바이블,4,0,0,0,0,0
펫베오,4,0,0,0,0,0
포스처룸,4,0,0,0,0,0
Goyohaus,4,0,0,0,0,0
VUCA 뷰카,4,0,0,0,0,0
토들즈,4,0,0,0,0,0
Spotify Korea,4,0,0,1,0,0
hattke,4,0,0,0,0,0
큐마켓,4,0,0,0,0,0
NOMOT,4,0,0,0,0,0
클룹 - CLOOP,4,0,0,0,1,0
PAP Magazine,4,0,0,0,0,0
Wellit.official.page,4,0,0,0,1,0
kiimuir.us,4,0,0,0,1,0
ᴍɪᴍɪ 미미,4,0,0,0,0,0
Scarkat,4,0,0,0,0,0
앙또미뇽 Antomignon,4,0,0,0,1,0
시원스쿨 프랑스어,4,0,0,0,1,0
현대카드,4,1,1,0,0,0
Edison.baby,4,0,0,0,1,0
HEY DUDU,4,0,0,0,0,0
삼대오백,4,1,1,0,0,0
좋은경희한의원_보니바이오,4,0,0,0,0,0
한국식품상회,4,0,0,0,0,0
시원스쿨 스페인어,4,0,0,0,1,0
드실랩,4,0,0,0,0,0
Citir,4,0,0,0,0,0
에어워크서프,4,0,0,0,0,0
아띠베뷰티,4,0,0,0,0,0
Egattoc Beauty,4,0,0,0,0,0
아늑 호텔 · Anook Hotel,4,0,0,0,0,0
정샘물 뷰티 JSM Beauty,4,0,0,0,1,0
CHANEL,4,0,1,0,0,0
Blanc101,4,0,0,0,0,0
Mature'ism,4,0,0,0,0,0
XP-Pen - KR,4,0,0,0,0,0
Gluet.official,4,0,0,0,0,0
케이에스인터내셔널,4,0,0,0,0,0
조박몰,4,0,0,0,0,0
Yunjac,4,1,1,0,0,0
닥터비타 Dr.Vita,4,0,0,0,1,0
에스티 로더 코리아 Estee Lauder Korea Market,4,0,0,0,1,0
르마하,4,1,1,0,0,0
qss_ofcl,4,0,0,0,0,0
루시에르,4,0,0,0,0,0
Marvelio,4,0,0,0,0,0
멀티락,4,0,0,0,0,0
하루의공간,4,0,0,0,0,0
후아유 Who.A.U,4,0,0,0,1,0
쥬혜,4,0,0,0,0,0
컴포트랩 맨즈 Comfortlab Mens,4,0,0,0,1,0
Beauty info,4,0,0,0,0,0
리커버,4,0,0,0,0,0
Gynocure.kr,4,0,0,1,0,0
스키니랩,4,1,1,0,0,0
Lordloar,4,0,0,0,0,0
세상 모든 다이어트 꿀팁,4,0,0,0,0,0
Ppeanut,4,0,0,0,0,0
Beautyoung 뷰티영,4,0,0,0,1,0
블랙샌즈,4,0,0,0,0,0
오르비에 ORBIÉ,4,0,0,0,0,0
허비쉬 ㅣ HUBBISH,4,0,0,0,0,0
Gleglow,4,0,0,0,0,0
Tevron,4,0,0,0,0,0
Pozenic,4,0,1,0,0,0
fiirn,4,0,0,0,0,0
섭컬마켓 subcul market,4,0,0,0,0,0
모리,4,0,0,0,0,0
MAX AI,4,0,0,0,0,0
Klorane France,4,0,0,0,1,0
킹스샴푸,4,0,0,0,0,0
Hadana,4,0,0,0,0,0
THAWMEofficial,4,0,0,0,0,0
Shopcider_kr,4,0,0,1,0,0
AMUSE 어뮤즈,4,0,0,0,1,0
헤드스파7,4,0,0,0,0,0
foursome.kr,4,0,0,0,0,0
올리보,4,0,0,0,0,0
Studio17,4,1,1,0,0,0
간호사의숲,4,0,0,0,0,0
Owncolor ,4,0,0,0,0,0
스카이원,4,0,0,0,0,0
포뷰트,4,1,1,0,0,0
Marvini 마르비니,4,0,0,0,0,0
Heveblue,4,0,1,0,0,0
