branded_page_name,count,exact_match,exact_match_ci,r1_decor,r2_segment,r3_homoglyph
더홀릭고척점,2,0,0,0,0,0
피토틱스,2,1,1,0,0,0
레시피박스 - Recipe box,2,0,0,0,1,0
ZEROGRAM_official,2,0,0,0,0,0
Kiri Korea,2,0,0,1,0,0
Visa,2,1,1,0,0,0
Lin.ave.nue,2,0,0,0,0,0
에르고파우치,2,0,0,0,0,0
루디크,2,0,0,0,0,0
cloudemotion,2,0,0,0,0,0
Istoria app,2,0,0,0,0,0
칼로,2,1,1,0,0,0
Alivelab 얼라이브랩,2,0,0,0,1,0
유어너스,2,0,0,0,0,0
새종로약국-newjongropharmacy,2,0,0,0,0,0
XTUFF,2,0,0,0,0,0
Codegraphy I 코드그라피,2,0,0,0,1,0
lubian.kr,2,0,0,0,0,0
비키비키,2,0,0,0,0,0
Dogjee-도우지,2,0,0,0,0,0
Healtheday 힐더데이,2,0,0,0,0,0
글로우 다이어리 - Glow Diary,2,0,0,0,0,0
Insta,2,0,0,0,0,0
베지톨로지,2,0,0,0,0,0
리쥬덱스,2,0,0,0,0,0
Tavo Pets,2,0,0,0,1,0
동남아언니,2,0,0,0,0,0
숲소리-Soopsori,2,0,0,0,1,0
에끌무아 éclmoi,2,0,0,0,0,0
2025 리:바운드 축제,2,0,0,0,0,0
Umbro Korea,2,0,0,1,0,0
백억언니,2,0,0,0,0,0
Nomanual STORE SEOUL,2,0,0,0,1,0
휴럼 사이언스,2,0,0,0,1,0
eyesmag,2,0,0,0,0,0
"쇼핑은 그대로 적립은 추가로,칩스",2,0,0,0,0,0
Mozilab,2,0,0,0,0,0
비아지오,2,1,1,0,0,0
홀리인코드,2,0,0,0,0,0
키출판사,2,1,1,0,0,0
IONTO COMED ASIA,2,0,0,0,0,0
미래엔 키즈,2,0,0,1,0,0
뼈말라성공,2,0,0,0,0,0
ceramique_global,2,0,0,0,0,0
Hil.korea,2,0,0,0,0,0
프리미엄 출산&육아용품 모윰,2,0,0,0,0,0
金品茶語 King Ping Cha Yu,2,0,0,0,0,0
Amazingcre ,2,0,0,0,0,0
My homesick,2,0,0,0,0,0
Hhjbeauty.official,2,0,0,0,0,0
AZH,2,0,0,0,0,0
NDY,2,0,1,0,0,0
바이오드롭 - Bio drop,2,0,0,0,0,0
힐스펫 뉴트리션,2,0,0,0,0,0
아임비타 I’mvita,2,0,0,0,1,0
WMC_official,2,0,0,1,0,0
올가휴,2,1,1,0,0,0
클레드엣-Cledeet,2,0,0,0,0,0
마이리얼트립키즈,2,0,0,1,0,0
Hyshelpyourself,2,0,0,0,0,0
ALDO Korea,2,0,0,0,0,0
올데이즈,2,1,1,0,0,0
파스텔 야돔 코리아,2,0,0,0,0,0
Mayiflower_stationery,2,0,0,0,0,0
Neoparking 네오파킹,2,0,0,0,0,0
Papahome STORE,2,0,0,0,0,0
우아성형외과,2,0,0,0,0,0
미스사사,2,1,1,0,0,0
Alcon_vc_official,2,0,0,0,0,0
Davydiffuser,2,0,0,0,0,0
필요약,2,0,0,0,0,0
끌리메뷰티,2,0,0,0,0,0
쿠비엔,2,0,0,0,0,0
건강정보통,2,0,0,0,0,0
연모비 YeonmoVi,2,0,0,0,0,0
Sopoom79 Shop,2,0,0,0,0,0
글월 Letter Service & Shop,2,0,0,0,0,0
롯데칠성음료,2,1,1,0,0,0
TUTU Ballet Academy,2,0,0,0,0,0
KT 모바일퓨처리스트,2,0,0,0,0,0
Torras Global,2,0,0,1,0,0
페이히어 Payhere,2,0,0,0,1,0
Dumaro,2,0,0,0,0,0
W컨셉,2,0,0,0,0,0
교동식품,2,1,1,0,0,0
VU,2,1,1,0,0,0
Mistake Project,2,0,0,0,0,0
LULULUN（ルルルン）,2,0,0,0,0,1
헤르몬,2,0,0,0,0,0
Loeny.,2,0,0,0,0,0
그립 Grip,2,0,0,0,1,0
Flowoom,2,0,0,0,0,0
Bambu Lab Korea,2,0,0,1,0,0
BodyRise,2,0,0,0,0,0
Sungbooneditor global,2,0,0,1,0,0
Genspark AI,2,0,0,0,1,0
루솜,2,0,0,0,0,0
Moblḙoofficial,2,0,0,0,0,0
H&M,2,1,1,0,0,0
쿠팡 꿀템 모음집,2,0,0,0,1,0
NOL,2,1,1,0,0,0
아름다운 일상,2,0,0,0,0,0
생활백서 - 생활용품의 모든 것,2,0,0,0,0,0
Inertia 이너시아,2,0,0,0,1,0
AMPLE:N (앰플엔),2,0,0,0,1,0
QR official,2,0,0,0,0,0
celq:ne,2,0,0,0,0,0
진중 우육면관,2,0,0,0,0,0
둠벅_Doombug,2,0,0,0,1,0
피부미백학과,2,0,0,0,0,0
꿀때기곱창,2,0,0,0,0,0
토스뱅크,2,1,1,0,0,0
본투비딜리셔스,2,0,0,0,0,0
라플리,2,0,0,0,0,0
Cosmemag,2,0,0,0,0,0
Beiskin,2,0,0,0,0,0
동안피부 꿀팁공유,2,0,0,0,0,0
선망 sunmanc,2,0,0,0,0,0
테일러센츠 taylorscents,2,0,0,0,1,0
민음사,2,1,1,0,0,0
셀럽시크릿 비포앤애프터바이오,2,0,0,0,0,0
웅진식품,2,1,1,0,0,0
Didier Dubot Korea,2,0,1,0,0,0
라크네 LAKNE,2,0,0,0,0,0
데싱디바,2,1,1,0,0,0
AIVideo003,2,0,0,0,0,0
"그여자의식탁,다겸이가구",2,0,0,0,0,0
Bausch + Lomb,2,0,0,0,0,0
리브애니웨어,2,1,1,0,0,0
LemÖÖn,2,0,0,0,0,0
Ohandki,2,0,0,0,0,0
아녹 - anok,2,0,0,0,0,0
다온맘,2,0,0,0,0,0
Deepinor,2,0,1,0,0,0
상상초월 고단백 크런치,2,0,0,0,0,0
JDQKR,2,0,0,0,0,0
ZZUP,2,0,0,0,0,0
노이어,2,1,1,0,0,0
go_ddg,2,0,0,0,0,0
코제트,2,1,1,0,0,0
포레스트북스,2,0,0,0,0,0
Aequwa,2,0,0,0,0,0
katie_you0402,2,0,0,0,0,0
마로셀_Marocell,2,0,0,0,0,0
캔디페이,2,0,0,0,0,0
부마켓,2,0,0,0,0,0
진심을다한 마사지&스파,2,0,0,0,0,0
팩케이크 packcake,2,0,0,0,0,0
DIV,2,0,0,0,0,0
m_lab2022,2,0,0,0,0,0
Seer.day,2,0,0,0,1,0
Kipling,2,0,0,0,0,0
아이버에서 만난 케이스,2,0,0,0,0,0
삼천리스포츠단,2,0,0,0,0,0
LXT,2,0,0,0,0,0
Shakawear_kr,2,0,0,0,0,0
토마스마블,2,0,0,0,0,0
바디브,2,1,1,0,0,0
바우어파인트코리아,2,0,0,0,0,0
데일리리본,2,0,0,0,0,0
roain.kr,2,0,0,0,0,0
코코네일아울렛,2,0,0,0,0,0
Pluffy archive,2,0,0,0,0,0
가까 GAGGA,2,0,0,0,0,0
일루마 골든드롭 3,2,0,0,0,0,0
언니패션템,2,0,0,0,0,0
퍼플리쉬_Purplish,2,0,0,0,1,0
Dwmallofficial,2,0,0,0,0,0
할인,2,0,0,0,0,0
나이스정보통신,2,0,0,0,0,0
구보즈,2,0,0,0,0,0
주식회사 장르,2,0,0,0,0,0
Uncode,2,0,0,0,0,0
아이배냇,2,0,0,0,0,0
Ate It.,2,0,0,0,0,0
thing_1022,2,0,0,0,0,0
컵오브티 매거진,2,0,0,0,0,0
FORMOD_Official,2,0,0,0,0,0
Vabeauty.official,2,0,0,0,0,0
미와수,2,0,0,0,0,0
Wonjungyokorea,2,0,0,1,0,0
Challans de Paris_KR,2,0,0,1,0,0
생활꿀팁,2,0,0,0,0,0
Provence magazine,2,0,0,0,0,0
채심당,2,0,0,0,0,0
limdandy,2,0,0,0,0,0
세레스홈,2,0,0,0,0,0
Timix,2,0,0,0,0,0
올더뮤,2,1,1,0,0,0
holitual_official,2,0,0,1,0,0
두드림몰,2,0,0,0,0,0
인투니 iniini,2,0,0,0,0,0
파흐탱,2,0,0,0,0,0
H-온드림 스타트업 그라운드,2,0,0,0,0,0
워킹맘모여라,2,0,0,0,0,0
Otthonos,2,0,1,0,0,0
Myu,2,0,0,0,0,0
디즈니 코리아 Disney Korea,2,0,0,0,1,0
가히 KAHI,2,0,0,0,1,0
위틀스토어,2,1,1,0,0,0
Guess_Korea,2,0,0,0,0,0
네츄럴굿띵스 Natural Good Things,2,0,0,0,1,0
코지키즈,2,0,0,0,0,0
땡겨요,2,0,0,0,0,0
프롬랩스,2,1,1,0,0,0
커스텀어클락-Costumeoclock,2,0,0,0,1,0
Valencia 발렌시아,2,0,0,0,0,0
My Fluffy,2,1,1,0,0,0
"감각적인 라이프스타일, 리브제 Livjet",2,0,0,0,1,0
Welll.Heath,2,0,0,0,0,0
Inner Circle,2,0,0,0,0,0
웰더마 WellDerma,2,0,0,0,1,0
굿네이버스,2,1,1,0,0,0
코튼플레이,2,0,0,0,0,0
UMS,2,0,0,0,0,0
Manspick,2,0,0,0,0,0
Zerorice,2,0,0,0,0,0
La:shuim 라쉼,2,0,0,0,1,0
이로아 비타민,2,0,0,0,0,0
ʙᴇʙᴇʟᴜᴀ 베베루아,2,0,0,0,0,0
eah_flash,2,0,0,0,0,0
오가닉 베이비 스킨케어,2,0,0,0,0,0
디마레,2,1,1,0,0,0
Beauty LIVE,2,0,0,0,0,0
착한구두,2,1,1,0,0,0
프루떼,2,0,0,0,0,0
Dimitri 'Vegas' Thivaios,2,0,0,0,0,0
동국제약 헬스케어 온라인,2,0,0,0,1,0
Humbot,2,0,0,0,0,0
맛있는 소식,2,0,0,0,0,0
은율 Eunyul,2,0,0,0,1,0
nurex114,2,0,0,0,0,0
미나그램,2,0,0,0,0,0
뷰티꿀팁,2,0,0,0,0,0
글리머블,2,0,0,0,0,0
Naisture,2,0,0,0,0,0
Moev,2,0,1,0,0,0
라사라 패션아카데미,2,0,0,0,0,0
예고입시닷컴,2,0,0,0,0,0
악성피부연구소,2,0,0,0,0,0
Moonblue ink co,2,0,0,0,0,0
조아맘,2,0,0,0,0,0
에이센트,2,1,1,0,0,0
밸런스패치:Balancepatch,2,0,0,0,0,0
delascent.co.kr,2,0,0,0,0,0
Ala Moana Center,2,0,0,0,0,0
hince,2,1,1,0,0,0
슬로기,2,0,0,0,0,0
더 한방울,2,0,0,0,0,0
TapNow,2,0,0,0,0,0
키디키디 - 취향 육아 플랫폼,1,0,0,0,1,0
hanstriderunning,1,0,0,0,0,0
leewooyeols,1,0,0,0,0,0
Le Jour - 르주르,1,0,0,0,1,0
사주신당,1,0,0,0,0,0
윌북,1,1,1,0,0,0
BREVA,1,0,0,0,0,0
베베그로우,1,0,0,0,0,0
썸블라썸 Someblossom,1,0,0,0,1,0
GRN,1,1,1,0,0,0
MIKA Studio,1,0,1,0,0,0
"요즘 대외활동/공모전의 모든 것, 요즘것들",1,0,0,0,0,0
MILEZ,1,0,0,0,0,0
Espionage N3756,1,0,0,0,1,0
Madcattos Country Club,1,0,0,0,0,0
Veryhour 베리아워,1,0,0,0,1,0
Kivit,1,0,0,0,0,0
I_like_this,1,0,0,0,0,0
Nowk 녹,1,0,0,0,0,0
Philippine Airlines,1,0,0,0,0,0
룩핀,1,1,1,0,0,0
달숌,1,0,0,0,0,0
gymflix_seosin,1,0,0,0,0,0
neymossam,1,0,0,0,0,0
더라운지,1,1,1,0,0,0
존글렌,1,0,0,0,0,0
"광주,전라 유튜버들의 모임",1,0,0,0,0,0
MARU180 / MARU360,1,0,0,0,0,0
윌라스토리,1,0,0,0,0,0
국립부산국악원 Busan National Gugak Center,1,0,0,0,0,0
오닝바이브,1,0,0,0,0,0
힘થ근원,1,0,0,0,0,0
브랜딩 정보 올라온다,1,0,0,0,0,0
uanext.performance.lab,1,0,0,0,0,0
아베다 코리아 Aveda Korea Market,1,0,0,0,0,0
20th Century Studios (KR),1,0,0,0,0,0
프롬잇fromeat,1,0,0,0,0,0
ipsae_raw,1,0,0,0,0,0
삼성화재 N잡크루,1,0,0,0,1,0
Art-painter,1,0,0,0,0,0
pickby,1,0,0,0,0,0
Schick.intuition.korea,1,0,0,0,1,0
Korea Foundation-한국국제교류재단,1,0,0,0,0,0
노못 - nomot,1,0,0,0,0,0
MBC HRD center - for ads,1,0,0,0,0,0
Anpanmankr,1,0,0,0,0,0
알집매트,1,1,1,0,0,0
다이어트디저트,1,0,0,0,0,0
핫템꿀단지,1,0,0,0,0,0
세상모든면요리엔-100%메밀면-세모면,1,0,0,0,0,0
All_hiphop,1,0,0,0,0,0
쿠키약국,1,0,0,0,0,0
양키캔들 코리아,1,0,0,0,0,0
BadBlue. 배드블루,1,0,0,0,1,0
LOTTE Gallery 롯데갤러리,1,0,0,0,0,0
Tomost,1,0,0,0,0,0
Ansouis house,1,0,0,0,1,0
아만 허니,1,0,0,0,1,0
일본어무작정따라하기,1,0,0,0,0,0
플레이모빌 코리아,1,0,0,1,0,0
만나다컬러,1,0,0,0,0,0
쁘띠엘린 공식계정,1,0,0,0,1,0
Wellnessgirl12,1,0,0,0,0,0
Loop Seoul · 루프 서울,1,0,0,0,1,0
Auvergne-Rhône-Alpes Tourisme,1,0,0,0,0,0
RHINOSHIELD 라이노쉴드,1,0,0,0,1,0
Soyatable,1,0,0,0,0,0
아모코스플러스,1,1,1,0,0,0
Lancôme,1,0,0,0,0,1
MIHK 미학,1,0,0,0,1,0
Deloitte,1,0,0,0,0,0
flexwork,1,0,0,0,0,0
용인 성남 광주를 즐겨라,1,0,0,0,0,0
KnoCommerce,1,0,0,0,0,0
벤티플렉서코리아,1,0,0,0,0,0
Glute Slide,1,0,0,0,0,0
메디폴미 Mediforme,1,0,0,0,0,0
다룸,1,1,1,0,0,0
Moreden2,1,0,0,0,0,0
Vie Pratique,1,0,0,0,0,0
당신은 행운아,1,0,0,0,0,0
Veganifect,1,1,1,0,0,0
신농작소,1,0,0,0,0,0
프레피펫 - Preppy Pet,1,0,0,0,0,0
플라레세타 Plareceta,1,0,0,0,0,0
돌비웨이,1,0,0,0,0,0
weekus.kr,1,0,0,0,0,0
아σΙ 건강 매거진,1,0,0,0,0,0
Jangbagooni,1,0,0,0,0,0
Soonding,1,0,0,0,0,0
갓성비마트,1,0,0,0,0,0
solarium.object.house,1,0,0,0,0,0
카페in대구,1,0,0,0,0,0
요즘 트렌드,1,0,0,0,0,0
마이유럽,1,0,0,0,0,0
weatt_official,1,0,0,0,0,0
uniqlo_kids_baby_kr,1,0,0,0,0,0
Bauato,1,0,0,0,0,0
Freshian-프레시안,1,0,0,0,1,0
giemarseoul,1,0,0,0,0,0
Offlow.makeup,1,0,0,0,0,0
New World Hoiana Beach Resort,1,0,0,0,0,0
jecheongha,1,0,0,0,0,0
_lee_nuyhij,1,0,0,0,1,0
havenee_official,1,0,0,0,0,0
플랫퍼,1,0,0,0,0,0
헬씨몽드 Healthy Monde,1,0,0,0,0,0
크리플래닛,1,0,0,0,0,0
럭키클로버,1,1,1,0,0,0
엑사브라,1,0,0,0,0,0
뉴밋 newmeet,1,0,0,0,0,0
DBpia - 디비피아,1,0,0,0,0,0
티엘씨,1,0,0,0,0,0
0.8L,1,0,0,0,0,0
Demimood,1,0,0,0,0,0
barabom_color,1,0,0,0,0,0
welcomesiyoon,1,0,0,0,0,0
Creatiai gen,1,0,0,0,0,0
노루페인트,1,0,0,0,0,0
dalbmong,1,0,0,0,0,0
독보남_dokbonam,1,0,0,0,0,0
YAO hair brush,1,0,0,0,1,0
CJ햇반,1,0,0,0,0,0
코리안헤라클레스 이용승,1,0,0,0,0,0
IManagement,1,0,0,0,0,0
Denby Korea,1,0,0,0,0,0
ahro,1,0,0,0,0,0
Saltandchocolate,1,0,0,0,0,0
Secretink_portfolio,1,0,0,0,0,0
포엘리에 옴므,1,0,0,0,1,0
리옐,1,0,0,0,0,0
수면 아카이브,1,0,0,0,0,0
Sungbooneditor,1,0,0,1,0,0
여백 워크스페이스&스터디카페,1,0,0,0,0,0
더픽트,1,0,0,0,0,0
시원스쿨랩 어학원,1,0,0,0,0,0
오뉴이,1,0,0,0,0,0
아이비클래스,1,0,0,0,0,0
Baejita page,1,0,0,0,0,0
대전관광공사,1,1,1,0,0,0
그레터스,1,0,0,0,0,0
뷰드 vude,1,0,0,0,0,0
브링더홈,1,0,0,0,0,0
Hanscoaching / 한스코칭,1,0,0,0,0,0
Super00market,1,0,0,0,0,0
옳곡,1,1,1,0,0,0
Mgears,1,1,1,0,0,0
Indiba Asia,1,0,0,0,0,0
nume.official,1,0,0,1,0,0
마담래쉬 Madame Lash,1,0,0,0,0,0
사주마을,1,0,0,0,0,0
fromjin__official,1,0,0,0,0,0
꿀팁 저장소,1,0,0,0,0,0
168cm,1,1,1,0,0,0
Emmafy,1,0,0,0,0,0
꿀팁주는언니,1,0,0,0,0,0
CERNI,1,0,0,0,0,0
Piepii,1,0,0,0,0,0
올리브갤러리,1,0,0,0,0,0
핏온유,1,0,0,0,0,0
관리해야 이뻐지지,1,0,0,0,0,0
Ram's Home,1,0,0,0,0,0
LLS-Life Less Serious,1,0,0,0,0,0
can_yuri_,1,0,0,0,0,0
몽제 Mongze,1,0,0,0,1,0
"감각적인 무드, 언포인트",1,0,0,0,0,0
초이락샵 공식스토어,1,0,0,0,0,0
진효조,1,0,0,0,0,0
ybmbooks,1,0,0,0,0,0
oggitt.com,1,0,0,0,0,0
코코넛트래블,1,0,0,0,0,0
젠투테이블,1,0,0,0,0,0
에드엔마이너스,1,0,0,0,0,0
Pith 피쓰,1,0,0,0,0,0
Readdy AI Website Builder,1,0,0,0,0,0
kimjuuone,1,0,0,0,0,0
Haumstyle,1,0,0,0,0,0
nurfit_official,1,0,0,0,0,0
비디비치 (VIDIVICI),1,0,0,0,1,0
바디라인연구소  ,1,0,0,0,0,0
개인,1,0,0,0,0,0
zip.mag,1,0,0,0,0,0
맘솔브,1,0,0,0,0,0
올오브유 all of you,1,0,0,0,0,0
Barrel 배럴,1,0,0,0,1,0
설레짐,1,0,0,0,0,0
Redroot 레드루트,1,0,0,0,1,0
Gymflix Peace,1,0,0,0,0,0
용감쓰,1,0,0,0,0,0
Eau Thermale Avène,1,0,0,0,0,1
Branden Taiwan,1,0,0,0,1,0
jjjji___hye,1,0,0,0,0,0
Ottocast.kr,1,0,0,0,0,0
Youngwonhee,1,0,0,0,0,0
가구톡세상,1,0,0,0,0,0
Hansol.shin,1,0,0,0,0,0
비네이쳐스,1,0,0,0,0,0
Monday Cereal,1,0,0,0,0,0
NUCU,1,0,0,0,0,0
지니비 genibee,1,0,0,0,1,0
COVERSEOUL_official,1,0,0,1,0,0
보자기카드-마음 담은 청첩장,1,0,0,0,0,0
NBA 덩크 시티,1,0,0,0,0,0
KABINE,1,0,0,0,0,0
웰빙연구소,1,0,0,0,0,0
포뷰트-두피앰플,1,0,0,0,1,0
리츠 RITZ,1,0,0,0,0,0
오뚜기몰,1,0,0,1,0,0
HEODE,1,0,0,0,0,0
GLAD Hotels & Resorts - 글래드 호텔앤리조트,1,0,0,0,1,0
Damoamag,1,0,0,0,0,0
"700여개 카테고리 전문가 찾기, 크몽",1,0,0,0,1,0
FIFTY FIFTY,1,0,0,0,0,0
캣마트,1,0,0,0,0,0
오바이오틱스,1,0,0,0,0,0
sansuyuram,1,0,0,0,0,0
대한민국 산림청,1,0,0,0,1,0
그린테크라이프,1,0,0,0,0,0
트리셀,1,1,1,0,0,0
닥터바지오 Dr.BBagio,1,0,0,0,0,0
제이준코스메틱- JayjunCosmetic,1,0,0,0,0,0
티켓투더문,1,0,0,0,0,0
마제스탠드,1,0,0,0,0,0
뷰티상식,1,0,0,0,0,0
Double Lovers,1,0,0,0,0,0
클라리스트,1,0,0,0,0,0
리얼하이볼,1,0,0,0,0,0
오투가구,1,0,0,0,0,0
김몽키,1,0,0,0,0,0
상하목장,1,1,1,0,0,0
하우투러브미,1,0,0,0,0,0
태초 taecho,1,0,0,0,0,0
키체스,1,0,0,0,0,0
hanna_afri,1,0,0,0,0,0
Mooming 무밍,1,0,0,0,0,0
Tmoney,1,1,1,0,0,0
세기피앤씨 알리미 김대리,1,0,0,0,1,0
오토노스,1,1,1,0,0,0
Anotherhand,1,0,0,0,0,0
Page for Ads,1,0,0,0,0,0
인천문화재단,1,0,0,0,0,0
둠벅doombug,1,0,0,0,0,0
kangunhwa,1,0,0,0,0,0
Doch - 도흐,1,0,0,0,0,0
던업,1,0,0,0,0,0
할인계,1,0,0,0,0,0
플리다스,1,0,0,0,0,0
Aalok Global,1,0,0,1,0,0
SmallStuff,1,0,0,0,0,0
LVDWY 러브듀이,1,0,0,0,0,0
Shurink home,1,0,0,0,0,0
Lucier.athletic,1,0,0,0,0,0
플롱트,1,0,0,0,0,0
비슈누,1,0,0,0,0,0
Jloria m page,1,0,0,0,0,0
Glam Up,1,0,0,0,1,0
요즘 언니핏,1,0,0,0,0,0
휙서울,1,0,0,0,0,0
뷰티밤스킨,1,0,0,0,0,0
발효공방1991,1,0,0,0,0,0
Veganifect.official,1,0,0,1,0,0
컴피백,1,0,0,0,0,0
Foodmaster,1,0,0,0,0,0
Vigloo Korea,1,1,1,0,0,0
Ravrac,1,0,0,0,0,0
블러핏_blurfit,1,0,0,0,0,0
파이토리진,1,0,0,0,0,0
에슬 essl,1,0,0,0,0,0
환경재단,1,1,1,0,0,0
MILL korea,1,0,0,0,0,0
포카리스웨트,1,1,1,0,0,0
Phytover,1,0,0,0,0,0
balbal_trip,1,0,0,0,0,0
Norm-or,1,0,0,0,0,0
픽크닉 Picknic,1,0,0,0,0,0
torso_for_men,1,0,0,0,0,0
말콤-Malcom,1,0,0,0,0,0
BOSE Doubul,1,0,0,0,1,0
아이닉,1,1,1,0,0,0
잡코리아,1,0,0,0,0,0
룩먼,1,0,0,0,0,0
Nurihaus,1,0,0,0,0,0
이지엔6,1,0,0,0,0,0
Innersera,1,1,1,0,0,0
saniti.kr,1,0,0,0,0,0
Artwork,1,0,0,0,0,0
Lifting Labs,1,0,0,0,0,0
맘트리,1,0,0,0,0,0
어비즈,1,0,0,0,0,0
Misuabarbe the knitmaker,1,0,0,0,0,0
디마르3,1,1,1,0,0,0
엘리자베스스튜어트,1,1,1,0,0,0
어커스텀,1,0,0,0,0,0
Innoant,1,0,0,0,0,0
주식회사 베베데코,1,0,0,0,1,0
비비드몽타주,1,1,1,0,0,0
IWOKE,1,0,0,0,0,0
에너자이저 홈즈,1,0,0,0,1,0
퍼블리 PUBLY,1,0,0,0,1,0
Mahagrid - 마하그리드,1,0,0,0,1,0
툴레 키즈,1,0,0,1,0,0
홈스타일링 및 제품 리뷰,1,0,0,0,0,0
로그인 포레스트,1,0,0,0,1,0
휘휘,1,0,0,0,0,0
테리크,1,1,1,0,0,0
AI Video Studio,1,0,0,0,0,0
Nespresso Korea,1,0,0,1,0,0
커먼프레임,1,0,0,0,0,0
샐러드판다 - Salad Panda,1,0,0,0,1,0
시드니면세점,1,0,0,0,0,0
운동하는 작업치료사 • 나린₊·,1,0,0,0,0,0
몽뜨허브,1,0,0,0,0,0
더리터,1,0,0,0,0,0
Come out and play,1,0,0,0,0,0
ZVZO,1,0,0,0,0,0
Livinghue,1,0,0,0,0,0
9.81 PARK,1,0,0,0,0,0
Fastpapermag,1,0,0,0,0,0
Just like j,1,0,0,0,0,0
솔랄라,1,0,0,0,0,0
YUPPE,1,0,0,0,0,0
Studypie,1,0,0,0,0,0
yoojinwish,1,0,0,0,0,0
PAP Beauty,1,0,0,0,0,0
세시드 - Cecith,1,0,0,0,0,0
flatper_official,1,0,0,0,0,0
사주로그,1,0,0,0,0,0
소노호텔앤리조트-Sonohotelsresorts,1,0,0,0,1,0
Fancy media,1,0,0,0,0,0
Untitled.made,1,0,0,0,0,0
잉크앤페더-inknfeather,1,0,0,0,0,0
kumssi_family,1,0,0,0,0,0
서울을 즐겨라,1,0,0,0,0,0
n.beai,1,0,0,0,0,0
테일러팜스 Taylor Farms,1,0,0,0,1,0
NAFIK.official,1,0,0,0,0,0
Lonque,1,0,0,0,0,0
Ourcovers.korea,1,0,0,0,0,0
금성침대,1,0,0,0,0,0
식이해법연구소,1,0,0,0,0,0
헤리티지 플레이트,1,0,0,0,0,0
thehechyeomoyeomagazine,1,0,0,0,0,0
이이엘댄스,1,0,0,0,0,0
아우라픽,1,0,0,0,0,0
Maresup,1,0,0,0,0,0
군살정리 비법,1,0,0,0,0,0
크로켓 : 전세계 커넥팅 쇼핑,1,0,0,0,1,0
Sharkhome.kr,1,0,0,0,0,0
매니패스트 manyfast,1,0,0,0,0,0
키네메디칼,1,0,0,0,0,0
아뜰리에 서라운드,1,0,0,0,0,0
케어놀로지 Carenology,1,0,0,0,1,0
Neworigin a2,1,0,0,0,1,0
앨짱의 여행과 육아이야기,1,0,0,0,0,0
수학교재연구소,1,0,0,0,0,0
Soyu Magazine,1,0,0,0,0,0
emis_official,1,0,0,1,0,0
Alpecin,1,1,1,0,0,0
뷰티매거진,1,0,0,0,0,0
비기캐리어,1,0,0,0,0,0
OraeoLab - Global,1,0,0,0,0,0
Tatli,1,0,0,0,0,0
자기관리 Lv.100,1,0,0,0,0,0
오늘의 트렌드,1,0,0,0,0,0
Under Armour,1,1,1,0,0,0
Bloomingtalestudio,1,0,0,0,0,0
i-dle 아이들,1,0,0,0,0,0
스마트캔디,1,1,1,0,0,0
땡큐파머,1,1,1,0,0,0
업비트,1,0,0,0,0,0
스파이더 코리아 - Spyder Korea,1,0,0,0,0,0
The Heart Leader Podcast,1,0,0,0,0,0
지름신,1,0,0,0,0,0
s2mina,1,0,0,0,0,0
AM COSMETICS_Official,1,0,0,1,0,0
OOPSY,1,1,1,0,0,0
쁘리엘르,1,1,1,0,0,0
메디리즈,1,1,1,0,0,0
Anua,1,1,1,0,0,0
루패밀리대빵,1,0,0,0,0,0
div-liv.com,1,0,0,0,0,0
포포 PC방,1,0,0,0,0,0
멋쟁이사자처럼,1,1,1,0,0,0
이슈슈슉,1,0,0,0,0,0
Homeliving,1,0,0,0,0,0
마미그래 Mommygreat,1,0,0,0,0,0
Postream,1,0,0,0,0,0
캐스키드슨 뷰티,1,0,0,0,1,0
LE BOUND,1,0,0,0,0,0
살롱드레터 모바일청첩장,1,0,0,0,0,0
얼리페이,1,0,0,0,0,0
홍콩스냅 글린트그라피,1,0,0,0,0,0
덴티플 Dentiple,1,0,0,0,0,0
CU 씨유,1,0,0,0,0,0
인히어,1,0,0,0,0,0
Cavish - 카비시,1,0,0,0,1,0
도깨비만물상점,1,0,0,0,0,0
디깅수원,1,0,0,0,0,0
Smartrip,1,0,0,0,0,0
SHARE X,1,0,0,0,0,0
모공 줄이는법,1,0,0,0,0,0
dream_high_ap,1,0,0,0,0,0
VERAMORE,1,0,0,0,0,0
HAGO,1,1,1,0,0,0
온유어마크,1,0,0,0,0,0
에데닉 쇼핑몰,1,0,0,0,0,0
스토리너스 - storinus,1,0,0,0,0,0
"자체제작, 하이퀄리티 전문 남성 슈즈 쇼핑몰 '오오룩'",1,0,0,0,0,0
LIT - 릿,1,0,0,0,0,0
플로우이너뷰티,1,0,0,0,0,0
젠님,1,0,0,0,0,0
SHEIN,1,1,1,0,0,0
gangnam1000mi_official,1,0,0,0,0,0
모모케이,1,0,0,0,0,0
pixpics.io,1,0,0,0,0,0
cake_insider,1,0,0,0,0,0
nomia_interior,1,0,0,0,1,0
Gymflix19,1,0,0,0,0,0
Keep in Touch Makeup 키핀터치메이크업,1,0,0,0,0,0
썬플랜 Son Plan,1,0,0,0,1,0
뉴니크,1,0,0,0,0,0
명료함 팬 페이지,1,0,0,0,0,0
STOD,1,0,0,0,0,0
리꼬르소,1,0,0,0,0,0
이상한 과자 가게 전천당,1,0,0,0,0,0
IKEA 이케아,1,0,0,0,0,0
프로핏 코스메틱,1,0,0,0,0,0
플릿,1,0,0,0,0,0
패디펫,1,0,0,0,0,0
로토토베베,1,1,1,0,0,0
오늘의 꿀팁,1,0,0,0,0,0
