brand_logo_id,brand_name_kr,brand_name_en,related_brands,insta_channel_id
35391,키보코스메틱,NULL,NULL,NULL
35394,우주폰,NULL,NULL,NULL
35395,치아성찰,NULL,NULL,NULL
35396,노드그린,Nordgreen,NULL,NULL
35397,네이버쇼핑라이브,NULL,NULL,NULL
35398,이랜드몰,"Eland Mall",NULL,NULL
35399,원데이즈유,"One day's you",NULL,NULL
35400,에픽원,NULL,NULL,NULL
35401,리체,NULL,NULL,NULL
35403,오일나우,Oilnow,NULL,NULL
35404,일리코리아,"illy Korea",illy,NULL
35405,아이스크림에듀,"I-scream edu",NULL,NULL
35406,라라스윗,"Lala sweet",NULL,NULL
35407,마르니,Marni,NULL,NULL
35408,마블퓨처파이트,"Marvel Future Fight",NULL,NULL
35409,메트라이프생명,Metlife,NULL,NULL
35410,킨치,Kinchi,NULL,NULL
35411,아이유닉,Iunik,NULL,NULL
35412,삼화페인트,"Samhwa Paint",NULL,NULL
35413,한국저작권위원회,"Korea Copyright",NULL,NULL
35414,무브,Movv,NULL,NULL
35415,카시오페아,Cassiopeia,NULL,NULL
35416,글렌리벳,Glenlivet,NULL,NULL
35417,오엘라,Ohella,NULL,NULL
35419,카고컨테이너,"Cargo Container",NULL,NULL
35420,닥터겟잇,"Dr. Getit",NULL,NULL
35849,중소벤처기업부,중소벤처기업부,동행축제,NULL
35859,리복,"Reebok Korea",NULL,NULL
35869,제트티오,"ZTO Global",액츠38,NULL
35876,LG그룹,"LG Group",NULL,NULL
35929,쇼피코리아,"Shopee Korea",NULL,NULL
35933,닥터바이,dr.by,,NULL
35934,에어베리,airberry,NULL,NULL
35942,멀티잇,멀티잇,NULL,NULL
35949,엑스오플레이,xoplay,,NULL
35969,닥터엠,"마실수록 편안한 닥터M",NULL,NULL
36000,파이토뉴트리,파이토뉴트리,NULL,NULL
36016,마크앤로나,마크앤로나markandlona,NULL,NULL
36023,"한샘 디자인파크 마포점 키친&바스","한샘 디자인파크 마포점 키친&바스",NULL,NULL
36081,행텐,Hangten,NULL,NULL
36102,백억커피,백억커피,NULL,NULL
36112,아사히,"Asahi Super Dry",NULL,NULL
36158,트루알엑스,"TRUE RX",NULL,NULL
36159,카카오뱅크,"Kakao bank",NULL,NULL
36160,더마펌,Dermafirm,NULL,NULL
36161,리더스코스메틱,LEADERS,NULL,NULL
36162,디아이블랑,DIBLANC,NULL,NULL
36163,피자알볼로,"Pizza Alvolo",NULL,NULL
36164,쎔,SSEM,NULL,NULL
36165,에퓨놀,EPUNOL,NULL,NULL
36166,씨널스,Scenearth,NULL,NULL
36167,몰린,NULL,NULL,NULL
36168,비얼디드키드,BEARDEDKID,NULL,NULL
36169,"Rush Royale","Rush Royale KOREA",NULL,NULL
36177,에픽게임즈,"Epic Games",NULL,NULL
36178,에쓰-오일토탈에너지스,에쓰-오일토탈에너지스,NULL,NULL
36179,아넷사,ANESSA,NULL,NULL
36202,에어프레미아,"AIR PREMIA",NULL,NULL
36208,충청북도,충청북도,NULL,NULL
36218,한삼인,HANSAMIN,NULL,NULL
36221,농협,NH,NULL,NULL
36229,클래스101,Class101,,NULL
36232,바람의나라,바람의나라,"바람의나라 클래식",NULL
36233,벤앤제리스,"Ben & Jerry's",NULL,NULL
36249,하트버즈,"Heartbuds Korea",NULL,NULL
36283,한국자산법인,한국자산법인,NULL,NULL
36328,유라이크,Ulike,NULL,NULL
36330,한국도박문제예방치유원,도박엔딩,한국도박문제예방치유원,NULL
36360,툴레,NULL,NULL,NULL
36361,노란우산공제,NULL,NULL,NULL
36362,포렌코즈,FORENCOS,NULL,NULL
36363,엘리샤코이,ElishaCoy,NULL,NULL
36977,데코데코,DecoDeco,NULL,NULL
36988,전라북도청,"Jeonbuk State",전북특별자치도,NULL
36991,한국주택금융공사,한국주택금융공사,NULL,NULL
37035,엘리스,"Elice Coding",NULL,NULL
37060,닌텐도,Nintendo,NULL,NULL
37079,힐크릭,"Heal Creek",NULL,NULL
37085,"라도 글로벌",Rado,NULL,NULL
37099,Zhiyun-Tech,Zhiyun-Tech,NULL,NULL
37108,대상웰라이프,대상웰라이프(주),"아르포텐, 마이밀, 것시스, 뉴케어,  헤이N",NULL
37114,"대교 뉴이프","대교 뉴이프 / Daekyo Newif",NULL,NULL
37196,사이퍼즈,사이퍼즈Cyphers,NULL,NULL
37246,플린트,Flint,NULL,NULL
37247,셀라피,Cellapy,NULL,NULL
37248,도메틱코리아,"Dometic Korea",NULL,NULL
37249,에코센,Ekossen,NULL,NULL
37250,어바웃펫,"About Pet",NULL,NULL
37251,올댓오토모빌,"All that automobile","올댓 오토모빌",NULL
37252,오가본,Orgabon,NULL,NULL
37253,줄리아페페,Juliapepe,NULL,NULL
37254,닥터키,Dr.key,NULL,NULL
37255,서울재즈페스티벌,"Seoul Jazz Festival",NULL,NULL
37256,클라비스,Clovis,NULL,NULL
37257,더블유킹,W-king,NULL,NULL
37258,뮤지션마켓,"Musician Market",NULL,NULL
37259,트렌비,TrenB,NULL,NULL
37260,로즈몽,Rosemont,NULL,NULL
37261,언니살롱,NULL,NULL,NULL
37262,알엠케이,RMK,NULL,NULL
37263,제이미웨스트,"Jamie West Golf",NULL,NULL
37265,스타필드,Starfield,NULL,NULL
37266,엑스레이티드,X-rated,NULL,NULL
37267,연성대,"Yeonsung University",NULL,NULL
37274,피키다이어트,"Picky Diet",NULL,NULL
37275,제스파,Zespa,NULL,NULL
37276,현대약품,NULL,"미에로화이바, 랩클, 에너린",NULL
37277,하이드라건,HYDRAGUN,NULL,NULL
37278,세븐브로이,NULL,NULL,NULL
37279,아웃백,Outback,NULL,NULL
37280,엠마,Emma-sleep,NULL,NULL
37281,메트로시티,Metrocity,NULL,NULL
37282,경일게임아카데미,KGA,NULL,NULL
37283,농부가된해적왕,NULL,NULL,NULL
37284,꽃마USA,NULL,NULL,NULL
37285,낫츠,Nots,NULL,NULL
37286,에코베슬,Ecovessel,NULL,NULL
37287,고양옥,NULL,염소홍탕,NULL
37288,이에르로르,"Hyeres Lor",NULL,NULL
37289,더툴랩,thetoollab,NULL,NULL
37290,비스크,Hvisk,NULL,NULL
37291,오에라,Oera,NULL,NULL
37292,어반스터프,Urbanstoff,NULL,NULL
37293,나리온,NARION,NULL,NULL
37294,테디블레이크,"Teddy Blake",NULL,NULL
37295,몬스터에너지,"Monster energy",NULL,NULL
37296,미니인턴,NULL,NULL,NULL
37297,키스뉴욕,"Kiss NewYork",NULL,NULL
37298,현대모비스,"Hyundai Mobis",NULL,NULL
37299,어반디타입,Urbandtype,NULL,NULL
37300,로이닉,Roynic,NULL,NULL
37301,홀리추얼,Holitual,NULL,NULL
37302,디에스앤더가,DS&Durga,NULL,NULL
40281,아로나민,"아로나민 공식 채널",NULL,NULL
40305,마제스티골프코리아,마제스티골프코리아,NULL,NULL
40312,포스트,포스트,NULL,NULL
40321,봄소와,봄소와,NULL,NULL
40344,태국정부관광청서울사무소,태국정부관광청서울사무소,NULL,NULL
40369,야나두,Yanadoo,NULL,NULL
40411,페이히어,페이히어,NULL,NULL
40430,뉴베인,뉴베인,NULL,NULL
40433,"LH 한국토지주택공사","LH 한국토지주택공사",NULL,NULL
40436,아이엠박스,아이엠박스,NULL,NULL
40439,삼성디스플레이,"Samsung Display",NULL,NULL
40455,워킹마스터,"Walking Master",NULL,NULL
40500,스컬트라,"Sculptra Korea",NULL,NULL
40513,"입생로랑 뷰티","YSL Beauty",NULL,NULL
40515,"제일풍경채 2BL","지제역 반도체밸리 제일풍경채 2BL",NULL,NULL
40556,효성그룹,채널횻횻,NULL,NULL
40564,G마켓,G마켓,"빅스마일데이,  g라이브",NULL
40629,삼성닷컴,삼성닷컴,NULL,NULL
40630,데시엠,DECIEM,디오디너리,NULL
40634,듀오,DUO,NULL,NULL
40658,본말감자탕,본말감자탕,NULL,NULL
40673,Medicube,Medicube,NULL,NULL
40689,"NHN KCP","NHN KCP",NULL,NULL
40697,JDC제주국제자유도시개발센터,JDC제주국제자유도시개발센터,NULL,NULL
40748,콴첼,콴첼,콘드로이친,NULL
40793,NIKKE,NIKKE,NULL,NULL
40803,올리비아로렌,"올리비아로렌 Olivia Lauren",NULL,NULL
40812,듀오락,duolac,NULL,NULL
40839,"북해도 스위트 코리아","HOKKAIDO SWEET KOREA",NULL,NULL
40856,"유니레버 스너글",snuggle,NULL,NULL
40948,우벡스,"uvex sports",NULL,NULL
40967,담꾹,Damkkuk,NULL,NULL
40968,르아르,Leire,NULL,NULL
40969,시테드시테,NULL,NULL,NULL
40970,뤼튼,Wrtn,크랙,NULL
40971,라끌랑,Laqlanc,NULL,NULL
40972,네이처리퍼블릭,"Nature Republic",NULL,NULL
40973,아티드,NULL,NULL,NULL
40974,펫나우,Petnow,NULL,NULL
40975,에뜨맹,"Et demain",NULL,NULL
40976,트립닷컴,Trip.com,NULL,NULL
40977,코퍼트코리아,"Kopert Korea",NULL,NULL
40978,클룩,Klook,NULL,NULL
40979,데일리샷,DailyShot,NULL,NULL
40980,라운테스,Lountess,NULL,NULL
40981,맛의고수,NULL,NULL,NULL
40982,제주맥주,"Jeju Beer",제주누보,NULL
40983,1분,NULL,NULL,NULL
40984,돌체앤가바나,"Dolce & Gabbana","돌체앤가바나 뷰티",NULL
40986,PGA투어&LPGA골프웨어,NULL,NULL,NULL
40987,스토브인디,"Stove indie","안개 탐정, 문경새재",NULL
40988,바디실크,Bodysilk,NULL,NULL
40989,HL만도,NULL,NULL,NULL
40990,스컬피그,Skullpig,NULL,NULL
40991,젬소,Gemsho,NULL,NULL
40992,쿡에버,Cookever,NULL,NULL
40993,스페셜라이즈드,"Specialized Korea",NULL,NULL
40994,피치스,Peaches,NULL,NULL
40995,더마픽스,Dermafix,NULL,NULL
40996,멈칫,Mumchit,NULL,NULL
40997,아프리모,Afrimo,NULL,NULL
41694,토즈,Tod's,NULL,NULL
41707,혼다코리아,"HONDA Korea",NULL,NULL
41754,하나금융그룹,"하나TV [하나금융그룹]",NULL,NULL
41756,어그,"UGG KOREA",NULL,NULL
41757,몽베스트,"MONT BEST",NULL,NULL
41759,서울랜드,서울랜드,NULL,NULL
41762,블레스문,BLESSEDMOON,NULL,NULL
41768,이보토,EVOTO,NULL,NULL
41790,롯데정밀화학,롯데정밀화학,NULL,NULL
41791,selfication,selfication,NULL,NULL
41811,한국장학재단,한국장학재단,NULL,NULL
41823,"Seafood From Norway South Korea","Seafood From Norway South Korea",NULL,NULL
41835,"YONEX GOLF","YONEX GOLF","요넥스 골프",NULL
41843,쏘팔업,쏘팔업,NULL,NULL
41861,HD현대사이트솔루션,HD현대사이트솔루션,HD현대인프라코어,NULL
41867,"iMyFone Korea","iMyFone Korea",NULL,NULL
41897,더산삼,더산삼,NULL,NULL
41917,누트로픽랩,누트로픽랩,퓨어포커스,NULL
41926,라이브포레스트,Liveforest,와이이뮤,NULL
41970,트루포뮬러,트루포뮬러,NULL,NULL
41997,헤드앤숄더,"Head & Shoulder",NULL,NULL
42010,클럽메드,"Club Med",NULL,NULL
42017,메이크샵,Makeshop,NULL,NULL
42018,AIA생명,"AIA Life",NULL,NULL
42019,아큐브,"Acuvue Korea",NULL,NULL
42020,풀라이트,Fullight,"플라이밀,  라이블링",NULL
42021,부키,Bookie,NULL,NULL
42022,잉크,EENK,NULL,NULL
42023,로얄캐네디언,"Royal Canadian",NULL,NULL
42024,아우디,Audi,NULL,NULL
42025,리얼월드,Realworld,NULL,NULL
42026,예스24,Yes24,NULL,NULL
42027,랩노쉬,Labnosh,NULL,NULL
42028,라이즈앤빌로우,NULL,NULL,NULL
42029,노모어피자,"No more pizza",NULL,NULL
42030,아토팜,Atopalm,NULL,NULL
42031,벡스코,Bexco,NULL,NULL
42032,츄이듀이,"Chewy dewy",NULL,NULL
42033,라이프캐치,Lifecatch,NULL,NULL
42034,브라운더스트2,BrownDust2,NULL,NULL
42035,"리 코리아","Lee Korea",NULL,NULL
42036,홍콩국제공항,"HK Airport",NULL,NULL
42037,바이비트,Bybit,NULL,NULL
42038,이몽,Emong,NULL,NULL
42039,에러스익셉티드,EEC,NULL,NULL
42040,리하스,Re-house,NULL,NULL
42041,빅쏘,Vicxxo,NULL,NULL
42042,자유다방,"Freedom Cafe",NULL,NULL
42043,시노베,"Synnve Korea",NULL,NULL
42044,반스,Vans,NULL,NULL
42045,하이테이블,NULL,NULL,NULL
42046,블루필,"Blue Feel",NULL,NULL
42047,아세아,NULL,NULL,NULL
42048,현대백화점,"The Hyundai",NULL,NULL
42049,H패션몰,"H Fashionmall","타미힐피거,  타미진스",NULL
42050,시공주니어,NULL,NULL,NULL
42051,아파트멘터리,Apartmentary,NULL,NULL
42052,코코힐리,Cocoheali,NULL,NULL
42053,해서린,Hatherine,NULL,NULL
42054,피파1904,FIFA1904,NULL,NULL
42055,조이트론,JOYTRON,NULL,NULL
42056,포맨트,Forment,NULL,NULL
42057,블랙포레,Blackforet,NULL,NULL
42058,시즈노프,Seasnoff,NULL,NULL
42059,두카티,Ducati,NULL,NULL
42060,코다샵,Codashop,NULL,NULL
42061,해태제과,NULL,"고향만두,  스내피크리스프",NULL
42062,NZXT,NULL,NULL,NULL
42063,지포어,G/fore,NULL,NULL
42064,나귀사,Naguisa,NULL,NULL
42065,남원시청,Namwon,춘향제,NULL
42066,누븐,Nuvn,NULL,NULL
42067,킨록,Kinloch,NULL,NULL
42068,노티프,Notif,NULL,NULL
42069,엑스라이더,X-rider,NULL,NULL
42070,스키니랩,Skinnylab,NULL,NULL
42071,짐싸,Zimssa,NULL,NULL
42072,펩시,PEPSI,NULL,NULL
42073,"작혼: 리치 마작",NULL,NULL,NULL
42074,무비앤뉴,"NEW entertainment","도티와 영원의 탑,  뉴엔터",NULL
42075,오투스플러스,Otus,NULL,NULL
42076,에즈이프캘리,NULL,NULL,NULL
42077,엠퀴리,M_curie,NULL,m_curie_official
42078,콘에어,Conair,NULL,NULL
42079,이프랜드,Ifland,NULL,NULL
42080,야마하,Yamaha,NULL,NULL
42081,글로웍스,Gloworks,NULL,NULL
44816,경찰청,경찰청,NULL,NULL
44832,줌바,Zumba,NULL,NULL
44833,"Givenchy Beauty","Givenchy Beauty",NULL,NULL
44850,"쓰론 앤 리버티","THRONE AND LIBERTY OFFICIAL",NULL,NULL
44855,보람상조,보람상조,NULL,NULL
44867,천비누솝,천비누솝,NULL,NULL
44893,퍼시스,FURSYS,NULL,NULL
44902,"스타벅스 RTD","STARBUCKS RTD","스타벅스 피지오",NULL
44909,수성대학교,수성대학교,NULL,NULL
44942,우리금융그룹,우리금융그룹,NULL,NULL
44946,맥심커피믹스,컾채널,NULL,NULL
44949,롯데월드타워(LWT),롯데월드타워(LWT),NULL,NULL
44952,"푸조 코리아","Peugeot Korea",NULL,NULL
45024,할라라,HALARA,NULL,NULL
45033,상생방송STB,상생방송STB,NULL,NULL
45041,윤선생,윤선생,NULL,NULL
45062,크라운코스,크라운코스,베,NULL
45064,프랑스관광청,"Explore France",NULL,NULL
45092,TYM,TYM,NULL,NULL
45095,오마미,오마미,NULL,NULL
45106,신비감프리미엄골드,신비감프리미엄골드,NULL,NULL
45108,여리한다이어트,여리한다이어트,NULL,NULL
45112,제주패스(JEJUPASS),제주패스(JEJUPASS),NULL,NULL
45113,Armani,Armani,NULL,NULL
45154,엠리무진,"M LIMOUSINE",NULL,NULL
45194,경주시,"Gyeongjucity ",NULL,NULL
45257,겟비너스,Getvenus,"디커트, 씨커트",NULL
45340,경기관광공사,"GG tour",NULL,NULL
45342,도로시와,Dorosiwa,NULL,NULL
45343,제네시스,Genesis,NULL,NULL
45344,캠핑카마스터,"Campingcar Master",NULL,NULL
45345,오늘의밸런스,"Today's balance",NULL,NULL
45346,고릴라캠핑,"Gorila Camping",NULL,NULL
45347,슬립앤슬립,"Sleep & Sleep",NULL,NULL
45348,슬립앤글로우,"Sleep & Glow",NULL,NULL
45349,찰리파리,"Charlie Paris",NULL,NULL
45692,유한락스,"살균, 표백, 얼룩제거 솔루션",NULL,NULL
45711,블랙뷰,Blackview,NULL,NULL
45721,"MSI KOREA","MSI KOREA",NULL,NULL
45786,바다출판사,"지식의 바다",NULL,NULL
45809,티블레스,Teabless,,NULL
45811,행복한바오밥,행복한바오밥,NULL,NULL
45839,닥터탱글,Dr.Tengle,NULL,NULL
45840,에즈카톤,Ezkaton,NULL,NULL
45841,굿티,Goodtee,NULL,NULL
45842,더니트컴퍼니,"The knit company",NULL,NULL
45843,헤슬바흐,Hesslebach7779,NULL,NULL
45844,나란,NULL,NULL,NULL
45845,시코,Cico,NULL,NULL
45847,플렉스티비,플렉스티비,NULL,NULL
45860,도드람한돈,"도드람한돈 Dodram",NULL,NULL
45865,솔브,솔브,NULL,NULL
45869,한우물정수기,한우물정수기,NULL,NULL
45872,여행이지,여행이지,교원투어,NULL
45899,힐티코리아,"Hilti Korea",NULL,NULL
45901,블랙야크키즈,"BlackYak Kids",NULL,NULL
45907,"더 심즈","The Sims",NULL,NULL
45920,왔어울산,왔어울산,NULL,NULL
45948,"IWC Watches","IWC Watches",NULL,NULL
45955,금양인터내셔날,Keumyangwine,NULL,NULL
45956,어바웃톤,"About tone",NULL,NULL
45957,올세인츠,AllSaints,NULL,NULL
45958,푸르밀,Purmil,NULL,NULL
45959,데이워커,Daywalker,NULL,NULL
45960,리본카,"Reborn Car",NULL,NULL
45961,한국투자신탁운용,"Korea Investment","ACE ETF",NULL
45962,휴먼캠핑카,"Human Campingcar",NULL,NULL
45963,이엠텍,Emtek,NULL,NULL
45964,나음케어,Naumcare,"하빈져, 트라텍,  엘라밴드",NULL
45965,유데미,Udemy,NULL,NULL
45966,블루에티,BLUETTI,NULL,NULL
45967,박홍근홈패션,NULL,NULL,NULL
45968,KB굿잡,"KB Goodjob",NULL,NULL
45969,발렌티노뷰티,"Valentino Beauty",NULL,NULL
45970,시그널플래너,NULL,NULL,NULL
45971,디펜덤,Defenderm,NULL,NULL
45972,"데빌노트: 보물헌터",NULL,NULL,NULL
45973,87mm,87mm,mmlg,NULL
45992,체르엠,Cherem,NULL,NULL
46000,Valve,Valve,스팀덱,NULL
46008,항해99,항해99,NULL,NULL
46009,국립목포해양대학교,MMU,NULL,NULL
46019,"SEGA Korea","SEGA Korea","세가퍼블리싱코리아,  엔드리스던전,  용과같이, 페르소나3, fm24, 진여신전생, 슈퍼몽키볼바나나럼블,  용과 같이3",NULL
46068,리턴큐,"혈압혈당 리턴큐",NULL,NULL
46072,씨넥스존,씨넥스존,NULL,NULL
46092,리무브,"Re,move",NULL,NULL
46133,SK지크,"SK Zic",NULL,NULL
46134,메이튼,Mayton,레드와일드,NULL
46135,계동돼지,"Gyedong Pig",NULL,NULL
46136,수아레,Suare,NULL,suarestudio
46137,"Joali Being","Joali Being",NULL,NULL
46138,뉴트로지나,Neutrogena,NULL,NULL
46139,리텍,Retech,NULL,NULL
46140,에이랩,A-lab,터틀비치,NULL
46141,시포레,"City Forestival",NULL,NULL
46142,수달코리아,"Soudal Korea",NULL,NULL
46143,배재대학교,Paichaiuniv,NULL,NULL
46144,국립중앙박물관,"National Museum of Korea",NULL,NULL
46145,피싱조이,"Fishing Joy",NULL,NULL
46146,맥스부탄,"Max Butane",NULL,NULL
46147,디테일링,Detailing,NULL,NULL
46148,이지라이드,Easyride,NULL,NULL
46149,라벨터치,Labeltouch,NULL,NULL
46150,라이프집,Lifezip,NULL,NULL
46151,스마트컴,Smartcom,NULL,NULL
46152,끼리,Kiri,NULL,NULL
46153,베베쿡,NULL,NULL,NULL
46154,다낭도깨비,NULL,NULL,NULL
46155,오늘통닭,"Today's Tongdak",NULL,NULL
46156,유니폼브릿지,"Uniform Bridge",NULL,NULL
46157,레디큐,"Ready Q",NULL,NULL
46158,한국수력원자력,KHNP,NULL,NULL
46159,몬트리프,Montleaf,NULL,NULL
46160,오디오테크니카,NULL,NULL,NULL
46161,앳플리,Atflee,NULL,NULL
46162,동양북스,"DY Books",NULL,NULL
46163,피아톤,"Phiaton Korea",NULL,NULL
46164,라뜨라쥬,NULL,NULL,NULL
46165,피이브,Fiive,NULL,NULL
46166,백년밥상,NULL,NULL,NULL
46167,유쾌한생각,NULL,NULL,NULL
46168,곡성군청,NULL,NULL,NULL
46169,블레이드신,Bladeshin,NULL,NULL
46170,모인,moin,NULL,NULL
46171,와우스니커즈,NULL,NULL,NULL
46172,스타일노리터,NULL,NULL,NULL
46173,시니케어,Sinicare,NULL,NULL
46174,라이프에이드,"Life Aid",NULL,NULL
46175,가누다,Kanuda,NULL,NULL
46176,베랑길자전거,BRG,NULL,NULL
46177,바이버,Viver,NULL,NULL
46178,슬로우허밍,Slowhumming,NULL,NULL
46179,보국전자,Bokuk,NULL,NULL
46180,새만금개발청,NULL,NULL,NULL
46181,인디언즈,Indians,NULL,NULL
46182,지피스킨,"GP Skin",NULL,NULL
46187,발렌티노,Valentino,NULL,NULL
46189,"캘리포니아 아몬드","California Almonds",NULL,NULL
46223,"홍콩 디즈니랜드","Hong Kong Disneyland",NULL,NULL
46238,OMEN,OMEN,NULL,NULL
46278,테일즈런너,테일즈런너,NULL,NULL
46301,Blinkist,Blinkist,NULL,NULL
46306,비아벨로,Viabello,NULL,NULL
46401,시크릿데이,Secretday,NULL,NULL
46549,Babybel,Babybel,NULL,NULL
46584,andotherstories,andotherstories,NULL,NULL
46614,네오플램,Neoflam,글라쎄z,NULL
46615,팜트리,Pharmtree,NULL,NULL
46616,포인트앤,Point&,NULL,NULL
46617,펫테일,Pettail,NULL,NULL
46618,한화에어로스페이스,NULL,NULL,NULL
46619,데일리도스,Dailydose,NULL,NULL
46620,남유네,Namune,아이보들,NULL
46621,도깨비방망이,NULL,NULL,NULL
46622,오하브,Ohave,NULL,NULL
46623,예루살렘샌들,Jerusalemsandal,NULL,NULL
46624,니뽕내뽕,NULL,NULL,NULL
46625,로맨틱무브,Romanticmove,NULL,NULL
46626,비타그램,Vitagram,NULL,NULL
46654,배민외식업광장,배민외식업광장,NULL,NULL
46661,쏘피,SOFY,NULL,NULL
46743,"Jack Daniel's","Jack Daniel's",잭다니엘스,NULL
46748,티스테이션,티스테이션,NULL,NULL
46773,라엘,"Rael Korea",NULL,NULL
46774,생활맥주,NULL,"생활치킨, 생활떡볶이",NULL
46775,멀티캠퍼스,Multicampus,NULL,NULL
46776,엄브로,Umbro,NULL,NULL
46777,유피,Eufy,NULL,NULL
46778,핏플렉스,Fitflex,NULL,NULL
46779,지바캠핑카,"Jiba Camping",NULL,NULL
46780,바리바디,Barybody,NULL,NULL
46781,피트니스스토어,Fitnessstore,NULL,NULL
46782,스마일게이트,Smilegate,"그래비티 서킷",NULL
46783,듀오백,Duoback,NULL,NULL
46977,Nautica,Nautica,노티카,NULL
46991,인터파크,Interpark,NULL,NULL
46995,"Jeep Korea","Jeep Korea",NULL,NULL
47026,"아임얼라이브 콤부차","아임얼라이브 콤부차",NULL,NULL
47058,ANF,ANF,NULL,NULL
47092,"더 샌드박스 코리아","더 샌드박스 코리아",NULL,NULL
47160,이디야커피,"EDIYA COFFEE",NULL,NULL
47164,"SK ENS","SK ENS",NULL,NULL
47165,명일방주,NULL,NULL,NULL
47166,바버,Barbour,NULL,NULL
47167,프로코코,Prokoko,NULL,NULL
47168,엘모트,L:MOT,NULL,NULL
47169,푸드빌런,"Food Villain",소멸플러스,NULL
47170,베이비하우스,Babyhaus,NULL,NULL
47171,아떼,Athe,NULL,NULL
47172,쟈뎅,Jardin,NULL,NULL
47173,데싱디바,"Dashing Diva",NULL,NULL
47174,와인나라,Winenara,NULL,NULL
47175,농어업협력재단(동반성장위원회),NULL,NULL,NULL
47176,쥬씨,Zuicy,NULL,NULL
47177,압구정안과,NULL,NULL,NULL
47178,헤지스골프,"Hazzys Golf",NULL,NULL
47179,오토스테이,Autostay,NULL,NULL
47180,룩캐스트,Lookast,NULL,NULL
47181,프루타,NULL,NULL,NULL
47182,애즈락,Asrock,NULL,NULL
47183,교동식품,Kyodong,NULL,NULL
47184,매니아하우스,Maniahouse,NULL,NULL
47185,JBL,"JBL Korea",NULL,NULL
47186,벨누이뜨,Bellenuit,NULL,NULL
47187,헨리코튼,"Henry Cotton's",NULL,NULL
47188,보카바카,Vocavaca,NULL,NULL
47189,맥우드건,Magoodgan,NULL,NULL
47190,헉슬리,Huxley,NULL,NULL
47191,메가스터디북스,"Megastudy Books",NULL,NULL
47192,포아이,4iiii,NULL,NULL
47193,써모스,Thermos,NULL,NULL
47194,엑스박스,"Xbox Korea",NULL,NULL
47195,Omega,NULL,NULL,NULL
47196,루킨스,Lukins,NULL,NULL
47197,우마뭉,Umarmung,NULL,umarmung_official
47198,MK모빌리티,NULL,NULL,NULL
47199,"자이엘 (Xaiel)",Xaiel,NULL,NULL
47201,쉐프본,Chefborn,NULL,NULL
47202,한컴디지털에셋,HancomWITH,NULL,NULL
47203,아나바다,NULL,NULL,NULL
47204,용용선생,NULL,NULL,NULL
47205,밀레클래식,"Millet Classic",NULL,NULL
47206,바르다김선생,NULL,NULL,NULL
47207,토스뱅크,"Toss Bank",NULL,NULL
47208,브이라이징,"V rising",NULL,NULL
47209,스페셜올림픽코리아,"Special Olympics Korea",NULL,NULL
47210,아로마앳홈,Aromaathome,NULL,NULL
47211,크리틱,Critic,NULL,NULL
47212,뱅크샐러드,Banksalad,NULL,NULL
47213,수성구청,Suseonggu,NULL,NULL
47214,신저,Shinjeo,NULL,NULL
47215,스페이드클럽서울,Spadeclubseoul,NULL,NULL
47216,인유즈,Inuse,NULL,NULL
47217,평택시청,Pyeongtaek,NULL,NULL
47218,포스코,Posco,NULL,NULL
47219,클래시오브클랜,"Clash of clans",NULL,NULL
47220,코즘,Cosm,NULL,NULL
47221,바이클로,Biclo,NULL,NULL
47222,바라짜,Baratza,엔코,NULL
47223,나눅스네트웍스,"NNX sports",NULL,NULL
47224,레미유,Lemiu,NULL,NULL
47225,카멜,Camel,프리즘,NULL
47226,리얼테크닉,"Real Techniques",NULL,NULL
47227,이비야야,Ibiyaya,NULL,NULL
47228,마마포레스트,Mamaforest,NULL,NULL
47229,에이솔루션,"A solution",NULL,NULL
47230,호무로,Homuro,NULL,NULL
47232,리베브,Leveb,"판토비오틴, 느와르",NULL
47234,오르조,Orzo,NULL,NULL
47235,김과외,NULL,NULL,NULL
47236,바카디코리아,"Bacardi Korea",듀어스,NULL
47237,콜랩코리아,"Collab Korea",NULL,NULL
47238,성남시청,NULL,NULL,NULL
47239,노르딕슬립,"Nordic Sleep",NULL,NULL
47240,펙스코,Fxco,NULL,NULL
47241,아자차,Ajacha,마르문,NULL
47242,디디오랩,DDOLAB,NULL,NULL
47243,리타,"Lita app",NULL,NULL
47244,신전떡볶이,NULL,NULL,NULL
47245,오늘스토어,NULL,NULL,NULL
47246,"피지컬 디파트먼트","Physical Department",NULL,NULL
47247,그래가캠핑,Graega,NULL,NULL
47248,뮤드,Mude,NULL,NULL
47249,라라클라라,"Lala clara",NULL,NULL
47250,일리윤,Illiyoon,NULL,NULL
49116,Marathon,Marathon,NULL,NULL
49119,Xbox,Xbox,NULL,NULL
49128,"프라다 뷰티","Prada Beauty",,NULL
49149,"여행가는 달","여행가는 달",NULL,NULL
49154,젝시믹스,xexymix,NULL,NULL
49173,Graff,Graff,NULL,NULL
49178,한솔그룹,"한솔그룹 유튜브",NULL,NULL
49193,"인터파크 투어 ","Interpark Tour",NULL,NULL
49196,MG새마을금고,MG새마을금고,NULL,NULL
49198,LCK레전더리스,"LCK LEGENDARIES",NULL,NULL
49201,여주시청,여주시,NULL,NULL
49212,"종근당건강 아이커","종근당건강 아이커",NULL,NULL
49246,법무부,법무부TV,NULL,NULL
49266,NH농협은행,NH농협은행,NULL,NULL
49269,"BLUETTI JAPAN","BLUETTI JAPAN",NULL,NULL
