app,http_methods,url_path,norm_path,view_ref,view_file,tables_touched,usage,match_type,confidence,frontend_hits,evidence_files
admin,GET|PATCH,/admin/github/sync-jobs/<str:job_id>,/admin/github/sync-jobs/:PARAM,GithubSyncJobsDetailView,admin/views.py,github_sync_job,CALLED,exact,HIGH,2,src/service/github-sync-jobs.js | src/service/github-sync-jobs.js
ads,GET,/ads/bumper/<str:video_id>,/ads/bumper/:PARAM,BumperView,ads/views.py,YT_bumper_ad|YT_bumper_ad_analized|YT_bumper_scene|brand_logo,CALLED,exact,HIGH,2,src/service/report/video-api.js | src/service/report/video-api.js
ads,POST,/ads/top-bumper-from-brand,/ads/top-bumper-from-brand,TopBumperFromBrandView,ads/views.py,YT_bumper_ad,UNCALLED,,HIGH,0,
ads,POST,/ads/create-bumper-cost,/ads/create-bumper-cost,CreateCPMCostView,ads/views.py,YT_bumper_ad|YT_bumper_cost_per_day|YT_bumper_cost_per_week|YT_bumper_cpm_by_industry|YT_bumper_on_off|YT_bumper_video_trend|brand_logo,UNCALLED,,HIGH,0,
ads,POST,/ads/crawl-waiting-list,/ads/crawl-waiting-list,CrawlWaitingListView,ads/views.py,YT_bumper_ad|YT_bumper_crawl_waiting_list,UNCALLED,,HIGH,0,
ads,POST,/ads/detect-on-off-bumper,/ads/detect-on-off-bumper,DetectOnOffBumperView,ads/views.py,YT_bumper_ad|YT_bumper_crawl_video_list|YT_bumper_on_off|YT_bumper_video_trend,UNCALLED,,HIGH,0,
ads,POST,/ads/global-data,/ads/global-data,GlobalDataBumperView,ads/views.py,YT_bumper_ad|YT_bumper_cpm_by_industry|brand_logo,CALLED,exact,HIGH,2,src/service/ranking.js | src/service/ranking.js
ads,POST,/ads/search-scene,/ads/search-scene,BumperSceneSearchView,ads/views.py,YT_bumper_scene|brand_logo|users_ugwanggi,UNCALLED,,HIGH,0,
ads,GET,/ads/ads-views-evolution/<str:video_id>,/ads/ads-views-evolution/:PARAM,AdsViewsEvolutionView,ads/views.py,YT_bumper_video_trend,CALLED,exact,HIGH,2,src/service/report/video-api.js | src/service/report/video-api.js
ads,DELETE|GET|POST|PUT,/ads/display-ad-campaign/<int:campaign_id>,/ads/display-ad-campaign/:PARAM,DisplayAdCampaignView,ads/views.py,ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,4,src/service/display-ad.js | src/service/display-ad.js | src/service/display-ad.js
ads,DELETE|GET|POST|PUT,/ads/display-ad-campaign,/ads/display-ad-campaign,DisplayAdCampaignView,ads/views.py,ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,4,src/service/display-ad.js | src/service/display-ad.js | src/service/display-ad.js
ads,POST,/ads/display-ad-campaign-list,/ads/display-ad-campaign-list,DisplayAdCampaignListView,ads/views.py,ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,2,src/service/display-ad.js | src/service/display-ad.js
ads,POST,/ads/display-ad-campaign-result-type-distribution,/ads/display-ad-campaign-result-type-distribution,DisplayAdCampaignResultTypeDistributionView,ads/views.py,brand_logo|ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,2,src/service/display-ad.js | src/service/display-ad.js
ads,POST,/ads/display-ad-campaign-result-list,/ads/display-ad-campaign-result-list,DisplayAdCampaignResultListView,ads/views.py,brand_logo|ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,2,src/service/display-ad.js | src/service/display-ad.js
ads,POST,/ads/search-display-ad-in-campaign-list,/ads/search-display-ad-in-campaign-list,SearchDisplayAdInCampaignListView,ads/views.py,brand_logo|ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,2,src/service/display-ad.js | src/service/display-ad.js
ads,POST,/ads/brands-in-campaign-list,/ads/brands-in-campaign-list,BrandsInCampaignListView,ads/views.py,ugwanggi_display_ad_campaign|ugwanggi_display_ad_campaign_result|ugwanggi_linked_user|users_ugwanggi,CALLED,exact,HIGH,2,src/service/display-ad.js | src/service/display-ad.js
ads,POST,/ads/google-ads-test,/ads/google-ads-test,GoogleADsTestView,ads/views.py,,UNCALLED,,HIGH,0,
ads,GET,/ads/user-demo-campaign-list,/ads/user-demo-campaign-list,UserDemoCampaignListView,ads/views.py,users_ugwanggi,UNCALLED,,HIGH,0,
ads,GET,/ads/can-create-campaign,/ads/can-create-campaign,CanCreateCampaignView,ads/views.py,ugwanggi_display_ad_campaign|ugwanggi_linked_user|users_ugwanggi,UNCALLED,,HIGH,0,
ads,GET,/ads/get-display-ad-group/<str:unique_id>,/ads/get-display-ad-group/:PARAM,GetDisplayAdGroupView,ads/views.py,brand_logo|ugwanggi_display_ad,CALLED,exact,HIGH,2,src/service/report/da-api.js | src/service/report/da-api.js
ads,POST,/ads/group-display-ad,/ads/group-display-ad,GroupDisplayAdView,ads/views.py,ugwanggi_display_ad,UNCALLED,,HIGH,0,
ads,POST,/ads/add-keyword-display-ad,/ads/add-keyword-display-ad,AddKeywordDisplayAddView,ads/views.py,temp_ugwanggi_bumper_da|temp_ugwanggi_campaign_da|ugwanggi_display_ad,UNCALLED,,HIGH,0,
ads,GET,/ads/display-ad/<str:unique_id>,/ads/display-ad/:PARAM,DisplayAdView,ads/views.py,brand_logo|ugwanggi_display_ad,UNCALLED,,HIGH,0,
ads,POST,/ads/display-ad-keyword-request,/ads/display-ad-keyword-request,DaKeywordRequestView,ads/views.py,users_ugwanggi,CALLED,exact,HIGH,2,src/service/display-ad.js | src/service/display-ad.js
aichat,POST,/aichat/get-video-transcript,/aichat/get-video-transcript,VideoTranscriptView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/generate-title,/aichat/generate-title,GenerateTitleView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/generate-description,/aichat/generate-description,GenerateDescriptionView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/generate-tags,/aichat/generate-tags,GenerateTagsView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/creative,/aichat/creative,CreativeView,aichat/views.py,ugwanggi_related_keywords|ugwanggi_search_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/first-videos-keyword,/aichat/first-videos-keyword,FirstVideosKeywordView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST|PUT,/aichat/blog-generation,/aichat/blog-generation,BlogGenerationView,aichat/views.py,ugwanggi_ai_chat_history|ugwanggi_generated_blog|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/anthropic-blog-generation,/aichat/anthropic-blog-generation,AnthropicBlogGenerationView,aichat/views.py,users_ugwanggi,UNCALLED,,HIGH,0,
aichat,PUT,/aichat/generated-blog-images,/aichat/generated-blog-images,GeneratedBlogImagesView,aichat/views.py,ugwanggi_generated_blog|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/topics-from-title,/aichat/topics-from-title,TopicsFromTitleView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,DELETE|GET,/aichat/chat-history,/aichat/chat-history,AIChatHistoryView,aichat/views.py,ugwanggi_ai_chat_history|ugwanggi_generated_blog|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET,/aichat/previous-messages/<int:chat_history_id>,/aichat/previous-messages/:PARAM,AIPreviousMessagesView,aichat/views.py,ugwanggi_ai_chat_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET,/aichat/blog-videos/<int:chat_history_id>,/aichat/blog-videos/:PARAM,AIBlogVideosView,aichat/views.py,ugwanggi_ai_blog_video|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET|PUT,/aichat/memo,/aichat/memo,AIChatMemoView,aichat/views.py,ugwanggi_ai_chat_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET|PUT,/aichat/memo/<int:chat_history_id>,/aichat/memo/:PARAM,AIChatMemoView,aichat/views.py,ugwanggi_ai_chat_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/unsplash-search,/aichat/unsplash-search,UnsplashSearchView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/test-ai-image,/aichat/test-ai-image,TestAIImageView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/translate-to-english,/aichat/translate-to-english,TanslateToEnglishView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/youtube-screenshot,/aichat/youtube-screenshot,YTScreenshotView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/generate-image,/aichat/generate-image,AIGenerationImageView,aichat/views.py,users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/get-video-title,/aichat/get-video-title,GetVideoTitleView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/generate-new-blog-part,/aichat/generate-new-blog-part,GenerateNewBlogPartView,aichat/views.py,users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/solar-test,/aichat/solar-test,SolarTestView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/blog-generation-test,/aichat/blog-generation-test,BlogGenerationTestView,aichat/views.py,ugwanggi_ai_chat_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/test-langchain,/aichat/test-langchain,TestLangChainView,aichat/views.py,brand,CALLED,exact,HIGH,1,src/service/admin-api.js
aichat,POST,/aichat/test-langchain-anthropic,/aichat/test-langchain-anthropic,TestLangChainAnthropicView,aichat/views.py,brand,CALLED,exact,HIGH,1,src/service/admin-api.js
aichat,POST,/aichat/test-langchain-anthropic-chat,/aichat/test-langchain-anthropic-chat,TestLangChainAnthropicChatView,aichat/views.py,brand,UNCALLED,,HIGH,0,
aichat,POST,/aichat/test-langchain-anthropic-chat-v2,/aichat/test-langchain-anthropic-chat-v2,TestLangChainAnthropicChatV2View,aichat/views.py,,CALLED,exact,HIGH,2,src/service/admin-api.js | src/service/admin-api.js
aichat,POST,/aichat/videos-to-excel,/aichat/videos-to-excel,VideosToExcelView,aichat/views.py,,CALLED,exact,HIGH,2,src/service/admin-api.js | src/service/admin-api.js
aichat,POST,/aichat/analyze-searched-transcript,/aichat/analyze-searched-transcript,AnalyzeSearchedTranscriptsView,aichat/views.py,YT_video_lists|test_kakao_video_monitoring|ugwanggi_kakao_analysis|ugwanggi_kakao_video_split,UNCALLED,,HIGH,0,
aichat,GET,/aichat/kakao-video-analysis/<str:video_id>,/aichat/kakao-video-analysis/:PARAM,KakaoVideoAnalysisDetailView,aichat/views.py,ugwanggi_kakao_analysis|ugwanggi_kakao_video_split,CALLED,exact,HIGH,2,src/service/test.js | src/service/test.js
aichat,POST,/aichat/kakao-video-analysis,/aichat/kakao-video-analysis,KakaoVideoAnalysisView,aichat/views.py,test_kakao_video_topic|ugwanggi_kakao_analysis,CALLED,exact,HIGH,2,src/service/test.js | src/service/test.js
aichat,GET,/aichat/kakao-video-topics,/aichat/kakao-video-topics,KakaoTopicListView,aichat/views.py,test_kakao_video_topic,CALLED,exact,HIGH,4,src/service/test.js | src/service/test.js | src/service/comment_test.js
aichat,POST,/aichat/kakao-video-count,/aichat/kakao-video-count,KakaoVideoCountView,aichat/views.py,test_kakao_video_monitoring,UNCALLED,,HIGH,0,
aichat,POST,/aichat/kakao-stat-count,/aichat/kakao-stat-count,KakaoStatsCountView,aichat/views.py,test_kakao_video_monitoring,UNCALLED,,HIGH,0,
aichat,POST,/aichat/get-amazon-comments,/aichat/get-amazon-comments,GetAmazonCommentsView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/test-keyword-analysis-view,/aichat/test-keyword-analysis-view,TestKeywordAnalysisView,aichat/views.py,,UNCALLED,,HIGH,0,
aichat,POST,/aichat/generate-dalle-ai-image,/aichat/generate-dalle-ai-image,GenerateDalleAIImageView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET,/aichat/get-ai-image-info/<int:id>,/aichat/get-ai-image-info/:PARAM,GetImageInfoView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET,/aichat/get-ai-image-history,/aichat/get-ai-image-history,GetAIImageHistoryView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET,/aichat/ai-image-example,/aichat/ai-image-example,AIImageExampleView,aichat/views.py,ugwanggi_ai_image_history,UNCALLED,,HIGH,0,
aichat,POST,/aichat/replace-image-by-prompt,/aichat/replace-image-by-prompt,ReplaceImageByPromptView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/recolor-image-by-prompt,/aichat/recolor-image-by-prompt,RecolorImageByPromptView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/remove-image-bg,/aichat/remove-image-bg,RemoveBackgroundOfImageView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/replace-image-bg-relight,/aichat/replace-image-bg-relight,ReplaceBackgroundRelightView,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,GET,/aichat/get-generated-image-by-id/<str:id>,/aichat/get-generated-image-by-id/:PARAM,GetGeneratedImageById,aichat/views.py,ugwanggi_ai_image_history|users_ugwanggi,UNCALLED,,HIGH,0,
aichat,POST,/aichat/test-keyword-chat,/aichat/test-keyword-chat,TestKeywordChatView,aichat/views.py,,UNCALLED,,HIGH,0,
aitools,POST,/aitools/google-keywords,/aitools/google-keywords,GoogleKeywordsView,aitools/views.py,,UNCALLED,,HIGH,0,
amore,GET,/amore/stats,/amore/stats,AmoreBasicStatsView,amore/views.py,,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/stats/monthly,/amore/stats/monthly,AmoreMonthlyStatsView,amore/views.py,oliveyoung_product_video,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,GET,/amore/top-brands,/amore/top-brands,AmoreTopBrandsView,amore/views.py,brand|brand_logo|oliveyoung_product_video,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,GET,/amore/brands,/amore/brands,AmoreBrandsView,amore/views.py,,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-info,/amore/brand-info,AmoreBrandInfoView,amore/views.py,YT_video_lists|brand|oliveyoung_product_info|oliveyoung_product_video|youtuber_category_class,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-info/views-trend,/amore/brand-info/views-trend,AmoreBrandViewsTrendView,amore/views.py,brand|oliveyoung_product_video,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-info/performance,/amore/brand-info/performance,AmoreBrandPerformanceView,amore/views.py,brand|brand_logo,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-info/monthly-videos,/amore/brand-info/monthly-videos,AmoreBrandMonthlyVideosView,amore/views.py,brand|oliveyoung_product_video,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-rank-videos,/amore/brand-rank-videos,AmoreBrandRankVideosView,amore/views.py,YT_video_lists|brand|oliveyoung_product_info|oliveyoung_product_video|youtuber_stats,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-products-info,/amore/brand-products-info,AmoreBrandProductsInfoView,amore/views.py,brand|oliveyoung_product_info|oliveyoung_product_video|youtuber_category_class,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-channels,/amore/brand-channels,AmoreBrandChannelsView,amore/views.py,brand|oliveyoung_product_video|youtuber_category_class|youtuber_stats,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/brand-channel-rank,/amore/brand-channel-rank,AmoreBrandChannelRankView,amore/views.py,brand|oliveyoung_product_video|youtuber_category_class,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,DELETE|GET|POST|PUT,/amore/keyword-campaigns,/amore/keyword-campaigns,AmoreKeywordCampaignView,amore/views.py,ugwanggi_amore_campaign|users_ugwanggi,CALLED,exact,HIGH,8,src/service/amore.js | src/service/amore.js | src/service/amore.js
amore,GET,/amore/keywords,/amore/keywords,AmoreKeywordListView,amore/views.py,ugwanggi_amore_campaign|users_ugwanggi,UNCALLED,,HIGH,0,
amore,POST,/amore/marketing-performance,/amore/marketing-performance,AmoreMarketingPerformanceView,amore/views.py,brand|oliveyoung_product_video|youtuber_category_class|youtuber_info,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/competitors,/amore/competitors,AmoreCompetitorsView,amore/views.py,brand|brand_logo,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/insights-video-rank,/amore/insights-video-rank,AmoreInsightsVideoRankView,amore/views.py,,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/insights-products-rank,/amore/insights-products-rank,AmoreInsightsProductRankView,amore/views.py,oliveyoung_product_video,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
amore,POST,/amore/insights-brands,/amore/insights-brands,AmoreInsightsBrandsView,amore/views.py,brand|brand_logo|oliveyoung_product_video,CALLED,exact,HIGH,2,src/service/amore.js | src/service/amore.js
archive,DELETE|GET|POST,/archive/,/archive,ArchiveView,archive/views.py,YT_bumper_ad|YT_video_lists|brand|ugwanggi_archive|ugwanggi_archive_group|ugwanggi_archive_spreadsheet_sheet|users_ugwanggi|youtuber_info,CALLED,prefix,MED,2,src/service/user.js | src/service/user.js
archive,DELETE|GET|POST|PUT,/archive/group,/archive/group,ArchiveGroupView,archive/views.py,ugwanggi_archive_group|ugwanggi_archive_spreadsheet_sheet|users_ugwanggi,UNCALLED,,HIGH,0,
archive,GET,/archive/group-and-archive,/archive/group-and-archive,GroupAndArchiveView,archive/views.py,YT_bumper_ad|YT_video_lists|brand|brand_logo|ugwanggi_archive|ugwanggi_archive_group|ugwanggi_archive_spreadsheet_sheet|users_ugwanggi|youtuber_info,CALLED,exact,HIGH,2,src/service/user.js | src/service/user.js
archive,PUT,/archive/move-to-group,/archive/move-to-group,MoveToGroupView,archive/views.py,ugwanggi_archive|ugwanggi_archive_group|ugwanggi_archive_spreadsheet_sheet|users_ugwanggi,UNCALLED,,HIGH,0,
archive,DELETE|POST|PUT,/archive/google-drive,/archive/google-drive,ArchiveGoogleDriveView,archive/views.py,ugwanggi_archive|ugwanggi_archive_group|users_ugwanggi,UNCALLED,,HIGH,0,
archive,GET,/archive/fill-email,/archive/fill-email,FillEmaillView,archive/views.py,ugwanggi_archive|youtuber_info,UNCALLED,,HIGH,0,
archive,GET|POST,/archive/docs-history,/archive/docs-history,ArchiveDocsHistoryView,archive/views.py,ugwanggi_docs_history|users_ugwanggi,UNCALLED,,HIGH,0,
archive,POST,/archive/paste-datas,/archive/paste-datas,PasteArchiveDatasView,archive/views.py,YT_video_lists|ugwanggi_archive|users_ugwanggi|youtuber_info,UNCALLED,,HIGH,0,
archive,DELETE|POST,/archive/group-to-sheet,/archive/group-to-sheet,GroupToSheetView,archive/views.py,ugwanggi_archive|ugwanggi_archive_group|ugwanggi_archive_spreadsheet_sheet|users_ugwanggi,UNCALLED,,HIGH,0,
archive,DELETE|GET|POST,/archive/spreadsheet-authorization/<str:spreadsheet_id>,/archive/spreadsheet-authorization/:PARAM,SheetAuthorizationViews,archive/views.py,ugwanggi_archive_spreadsheet_auth|users_ugwanggi,UNCALLED,,HIGH,0,
archive,DELETE|GET|POST,/archive/spreadsheet-authorization,/archive/spreadsheet-authorization,SheetAuthorizationViews,archive/views.py,ugwanggi_archive_spreadsheet_auth|users_ugwanggi,UNCALLED,,HIGH,0,
brand,GET,/brand/list-unique,/brand/list-unique,BrandListUniqueView,brand/views.py,brand,UNCALLED,,HIGH,0,
brand,PUT,/brand/update,/brand/update,BrandView,brand/views.py,brand,UNCALLED,,HIGH,0,
brand,GET,/brand/not-done,/brand/not-done,BrandNotDoneView,brand/views.py,brand,UNCALLED,,HIGH,0,
brand,POST,/brand/logo,/brand/logo,BrandLogoView,brand/views.py,,UNCALLED,,HIGH,0,
brand,GET,/brand/logo/not-done,/brand/logo/not-done,BrandLogoNotDoneView,brand/views.py,brand|brand_logo,UNCALLED,,HIGH,0,
brand,GET,/brand/basic-info/<str:brand_name>,/brand/basic-info/:PARAM,BrandBasicInfoView,brand/views.py,brand_logo,UNCALLED,,HIGH,0,
brand,GET,/brand/info/<str:brand_name>,/brand/info/:PARAM,BrandInfoView,brand/views.py,YT_brand_bumper_cost_per_day|YT_bumper_ad|YT_bumper_on_off|brand|brand_logo|instagram_ppl_brand|users_ugwanggi|youtuber_info,CALLED,exact,HIGH,5,src/service/report/brand-api.js | src/service/report/brand-api.js | src/pages/product-brand-report/index.jsx
brand,GET,/brand/detect,/brand/detect,DetectBrandView,brand/views.py,,UNCALLED,,HIGH,0,
brand,GET,/brand/sponsored-video/<str:video_id>,/brand/sponsored-video/:PARAM,SponsoredVideoView,brand/views.py,brand|brand_logo|youtuber_info,UNCALLED,,HIGH,0,
brand,POST,/brand/top-channel-sponsored-video,/brand/top-channel-sponsored-video,TopChannelSponsoredVideoView,brand/views.py,brand,CALLED,exact,HIGH,2,src/service/report/video-api.js | src/service/report/video-api.js
brand,POST,/brand/calculate-brand-bumper-cost-per-day,/brand/calculate-brand-bumper-cost-per-day,CalculateBrandBumperCostPerDayView,brand/views.py,YT_brand_bumper_cost_per_day|YT_bumper_ad|YT_bumper_cpm_by_industry|YT_bumper_video_trend|brand_logo,UNCALLED,,HIGH,0,
brand,POST,/brand/similar-brand,/brand/similar-brand,SimilarBrandView,brand/views.py,YT_bumper_ad|brand|brand_logo|youtuber_info,CALLED,exact,HIGH,2,src/service/monitoring.js | src/service/monitoring.js
brand,GET,/brand/ads-stat-per-month/<str:brand_name>,/brand/ads-stat-per-month/:PARAM,AdsStatPerMonthView,brand/views.py,YT_bumper_ad|YT_bumper_on_off|brand|brand_logo|users_ugwanggi,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,GET,/brand/sponsored-views-engagement-evolution/<str:video_id>,/brand/sponsored-views-engagement-evolution/:PARAM,SponsoredViewsEngagementEvolutionView,brand/views.py,YT_brand_video_trend,UNCALLED,,HIGH,0,
brand,DELETE|POST,/brand/save-brand,/brand/save-brand,SaveBrandView,brand/views.py,saved_youtuber_brand_folders|ugwanggi_brand_saved|users_ugwanggi,CALLED,exact,HIGH,4,src/service/bookmark.js | src/service/bookmark.js | src/service/bookmark.js
brand,POST,/brand/saved-brand-list,/brand/saved-brand-list,SavedBrandListView,brand/views.py,YT_bumper_ad|brand|saved_youtuber_brand_folders|ugwanggi_brand_saved|users_ugwanggi,CALLED,exact,HIGH,2,src/service/bookmark.js | src/service/bookmark.js
brand,POST,/brand/saved-brand-contents,/brand/saved-brand-contents,SavedBrandContentsView,brand/views.py,YT_bumper_ad|brand|instagram_post_description|instagram_ppl_brand|saved_youtuber_brand_folders|ugwanggi_brand_saved|users_ugwanggi|youtuber_info,CALLED,exact,HIGH,2,src/service/bookmark.js | src/service/bookmark.js
brand,GET,/brand/top-brand-by-channel/<str:channel_id>,/brand/top-brand-by-channel/:PARAM,TopBrandByChannelView,brand/views.py,brand|brand_logo,CALLED,exact,HIGH,2,src/service/report/channel.api.js | src/service/report/channel.api.js
brand,POST,/brand/subscriber-evolution,/brand/subscriber-evolution,SubscriberEvolutionView,brand/views.py,YT_sub_view_trend|YT_video_lists|brand_logo|users_ugwanggi|youtuber_info,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,POST,/brand/videos,/brand/videos,BrandVideosView,brand/views.py,YT_sub_view_trend|YT_video_lists|brand_logo,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,GET,/brand/similar-brands/<str:brand_name>,/brand/similar-brands/:PARAM,SimilarBrandsView,brand/views.py,brand_logo,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,GET,/brand/recent-brand-stat/<str:brand_name>,/brand/recent-brand-stat/:PARAM,RecentBrandStatView,brand/views.py,YT_sub_view_trend|YT_video_lists|brand_logo,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,GET,/brand/can-access-brand-report/<str:brand_name>,/brand/can-access-brand-report/:PARAM,CanAccessBrandReportView,brand/views.py,brand_logo|ugwanggi_brand_report_access|users_ugwanggi,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,POST,/brand/ask-access-brand-report,/brand/ask-access-brand-report,AskAccessBrandReportView,brand/views.py,brand_logo|ugwanggi_brand_report_access|ugwanggi_linked_user|ugwanggi_partners|users_ugwanggi,CALLED,exact,HIGH,2,src/service/ticket.js | src/service/ticket.js
brand,GET,/brand/can-access-instagram-brand-report/<str:brand_name>,/brand/can-access-instagram-brand-report/:PARAM,CanAccessInstagramBrandReportView,brand/views.py,brand_logo|ingwanggi_brand_report_access|users_ugwanggi,CALLED,exact,HIGH,2,src/service/report/brand-api.js | src/service/report/brand-api.js
brand,POST,/brand/ask-access-instagram-brand-report,/brand/ask-access-instagram-brand-report,AskAccessInstagramBrandReportView,brand/views.py,brand_logo|ingwanggi_brand_report_access|ugwanggi_linked_user|ugwanggi_partners|users_ugwanggi,CALLED,exact,HIGH,2,src/service/ticket.js | src/service/ticket.js
creators_insights,POST,/creators-insights/ai-chat,/creators-insights/ai-chat,CreatorsInsightsAIchatView,creators_insights/views.py,users_ugwanggi,CALLED,exact,HIGH,2,src/service/creator-insights.js | src/service/creator-insights.js
creators_insights,GET,/creators-insights/ai-check,/creators-insights/ai-check,CreatorsInsightsAIcheckView,creators_insights/views.py,,CALLED,exact,HIGH,2,src/service/creator-insights.js | src/service/creator-insights.js
creators_insights,POST,/creators-insights/channel-list,/creators-insights/channel-list,CreatorsInsightsChannelListView,creators_insights/views.py,users_ugwanggi|youtuber_info,CALLED,exact,HIGH,2,src/service/creator-insights.js | src/service/creator-insights.js
creators_insights,POST,/creators-insights/preview,/creators-insights/preview,CreatorsInsightsPreviewView,creators_insights/views.py,YT_video_lists|brand|brand_logo|users_ugwanggi|youtuber_info,CALLED,exact,HIGH,2,src/service/creator-insights.js | src/service/creator-insights.js
creators_insights,POST,/creators-insights/ai-chat-ticket-left,/creators-insights/ai-chat-ticket-left,CreatorsInsightsAIChatTicketLeftView,creators_insights/views.py,users_ugwanggi,CALLED,exact,HIGH,2,src/service/ticket.js | src/service/ticket.js
creators_insights,POST,/creators-insights/recommend-question,/creators-insights/recommend-question,CreatorsInsightsRecommendQuestionView,creators_insights/views.py,users_ugwanggi,CALLED,exact,HIGH,2,src/service/creator-insights.js | src/service/creator-insights.js
express,POST,/express/ad-slot-board,/express/ad-slot-board,AdSlotBoardView,express/views/ad_slot_views.py,youtuber_stats,CALLED,exact,HIGH,2,src/service/express.js | src/service/express.js
