from_app,from_model,from_table,from_field,from_column,relation_type,to_model,to_table,to_column,on_delete,null,from_col_in_schema,to_col_in_schema,from_table_used,to_table_used,file
subscribe,Subscription,ugwanggi_subscription,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,subscribe/models.py
subscribe,Bundle,ugwanggi_bundle,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,subscribe/models.py
subscribe,PaymentHistory,ugwanggi_payment_history,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,True,True,True,True,True,subscribe/models.py
subscribe,CancelSurvey,ugwanggi_cancel_survey,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,subscribe/models.py
subscribe,CancelSurvey,ugwanggi_cancel_survey,subscription_id,subscription_id,ForeignKey,Subscription,ugwanggi_subscription,subscription_id,,False,True,True,True,True,subscribe/models.py
subscribe,CustomCoupon,ugwanggi_custom_coupon,settings_id,settings_id,ForeignKey,CustomCouponSettings2,ugwanggi_custom_coupon_settings2,settings_id,,False,True,True,True,True,subscribe/models.py
subscribe,CustomPayment,ugwanggi_custom_payment,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,subscribe/models.py
subscribe,PaymentCard,ugwanggi_payment_card,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,subscribe/models.py
trends,YTTrendingKeywordVideoIds,YT_ugwanggi_trending_keyword_video_ids,trending_keyword_id,trending_keyword_id,ForeignKey,YTTrendingKeyword,YT_ugwanggi_trending_keyword,trending_keyword_id,CASCADE,False,True,True,True,True,trends/models.py
monitoring,MonitoringEntity,ugwanggi_monitoring_entity,campaign_id,campaign_id,ForeignKey,MonitoringCampaign,ugwanggi_monitoring_campaign,campaign_id,,False,True,True,True,True,monitoring/models.py
monitoring,MonitoringResult,ugwanggi_monitoring_result,entity_id,entity_id,ForeignKey,MonitoringEntity,ugwanggi_monitoring_entity,entity_id,,False,True,True,True,True,monitoring/models.py
survey,UgwanggiSurvey,ugwanggi_survey,user_id,user_id,ForeignKey,User,users_ugwanggi,user_id,,False,True,True,True,True,survey/models.py
survey,ChannelSurvey,ugwanggi_channel_survey,channel_id,channel_id,ForeignKey,YTUSers,youtuber_info,channel_id,,False,True,True,True,True,survey/models.py
tiktok,TikTokChannelStat,tiktok_channel_stat,username,username,OneToOneField,TikTokChannel,tiktok_channel,username,,False,True,True,True,True,tiktok/models.py
tiktok,TikTokVideo,tiktok_video,username,username,ForeignKey,TikTokChannel,tiktok_channel,username,,False,True,True,True,True,tiktok/models.py
tiktok,TikTokVideoStat,tiktok_video_stat,video_id,video_id,OneToOneField,TikTokVideo,tiktok_video,video_id,,False,True,True,True,True,tiktok/models.py
tiktok,TikTokVideoStat,tiktok_video_stat,username,username,ForeignKey,TikTokChannel,tiktok_channel,username,,False,False,True,True,True,tiktok/models.py
partner_instagram,PartnerInstagramCreatorBookmarkFolder,ingwanggi_partner_creator_bookmark_folder,partner_id,partner_id,ForeignKey,Partner,ugwanggi_partners,partner_id,,False,True,True,True,True,partner_instagram/models.py
partner_instagram,PartnerInstagramCreatorBookmarkFolder,ingwanggi_partner_creator_bookmark_folder,partner_team_id,partner_team_id,ForeignKey,PartnerTeam,ugwanggi_partner_team,partner_team_id,,True,True,True,True,True,partner_instagram/models.py
